Sample ID,Species (CV),Species NCBI Taxonomy ID,Donor id,Genotype,Modality  (CV),Technique  (CV),CORRECTED Anatomical Structure,Subspecimen Type (CV),Total Processed Subspecimens,Organization (CV),Investigator,Grant Number (CV),Project (CV),Data Collection (CV),R24 Name (CV),R24 link,Comments,Metadata Submission,Wrangler Notes,Prior Project,Prior Anatomical Structure (CV)
SW190422-03A,mouse,NCBI:txid10090,SW190422-03A,wt/wt,connectivity,cre-dependent anterograde tracing,ALv:PIR:TEa,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_antero_proj,dong_antero,BIL,http://download.brainimagelibrary.org/biccn/dong/anterograde/triple/,,2019Q3,,,ALv:PIR:TEa
SW190503-01A,mouse,NCBI:txid10090,SW190503-01A,wt/wt,connectivity,cre-dependent anterograde tracing,SCig:ACAd:VM,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_antero_proj,dong_antero,BIL,http://download.brainimagelibrary.org/biccn/dong/anterograde/triple/,,2019Q3,,,SCig:ACAd:VM
SW190503-04A,mouse,NCBI:txid10090,SW190503-04A,wt/wt,connectivity,cre-dependent anterograde tracing,TTd:AI:AUDv,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_antero_proj,dong_antero,BIL,http://download.brainimagelibrary.org/biccn/dong/anterograde/triple/,,2019Q3,,,TTd:AI:AUDv
SW190507-09A,mouse,NCBI:txid10090,SW190507-09A,wt/wt,connectivity,cre-dependent anterograde tracing,TTd:RE:fail,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_antero_proj,dong_antero,BIL,http://download.brainimagelibrary.org/biccn/dong/anterograde/triple/,,2019Q3,,,TTd:RE:fail
SW190509-07A,mouse,NCBI:txid10090,SW190509-07A,wt/wt,connectivity,cre-dependent anterograde tracing,PIR:AUDv:DP;TTd,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_antero_proj,dong_antero,BIL,http://download.brainimagelibrary.org/biccn/dong/anterograde/triple/,,2019Q3,,,PIRa:AUDv:DP/TTd
SW190509-08A,mouse,NCBI:txid10090,SW190509-08A,wt/wt,connectivity,cre-dependent anterograde tracing,CLA:AUDv:TTd,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_antero_proj,dong_antero,BIL,http://download.brainimagelibrary.org/biccn/dong/anterograde/triple/,,2019Q3,,,CLA:AUDv:TTd
SW190509-09A,mouse,NCBI:txid10090,SW190509-09A,wt/wt,connectivity,cre-dependent anterograde tracing,fail:RSPd:SCig;RSPd,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_antero_proj,dong_antero,BIL,http://download.brainimagelibrary.org/biccn/dong/anterograde/triple/,,2019Q3,,,fail:RSPd:SCig/RSPd
SW190509-10A,mouse,NCBI:txid10090,SW190509-10A,wt/wt,connectivity,cre-dependent anterograde tracing,SSp:RSPd:SCig,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_antero_proj,dong_antero,BIL,http://download.brainimagelibrary.org/biccn/dong/anterograde/triple/,,2019Q3,,,SSp:RSPd:SCig
SW190614-01A,mouse,NCBI:txid10090,SW190614-01A,wt/wt,connectivity,cre-dependent anterograde tracing,VM:MOp:SCig,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_antero_proj,dong_antero,BIL,http://download.brainimagelibrary.org/biccn/dong/anterograde/triple/,,2019Q4,,,VM:MOp:SCig
SW190620-01A,mouse,NCBI:txid10090,SW190620-01A,wt/wt,connectivity,cre-dependent anterograde tracing,BSTal:MEAav:COApl,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_antero_proj,dong_antero,BIL,http://download.brainimagelibrary.org/biccn/dong/anterograde/triple/,,2019Q3,,,BSTal:MEAav:COApl
SW190625-01A,mouse,NCBI:txid10090,SW190625-01A,wt/wt,connectivity,cre-dependent anterograde tracing,BST:ALv:NLOT,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_antero_proj,dong_antero,BIL,http://download.brainimagelibrary.org/biccn/dong/anterograde/triple/,,2019Q3,,,BST:ALv:NLOT
SW190626-02A,mouse,NCBI:txid10090,SW190626-02A,wt/wt,connectivity,cre-dependent anterograde tracing,TTd:fail:PH,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_antero_proj,dong_antero,BIL,http://download.brainimagelibrary.org/biccn/dong/anterograde/triple/,,2019Q3,,,TTd:fail:PH
SW190830-02A,mouse,NCBI:txid10090,SW190830-02A,wt/wt,connectivity,cre-dependent anterograde tracing,ACAv:VAL:PF,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_antero_proj,dong_antero,BIL,http://download.brainimagelibrary.org/biccn/dong/anterograde/triple/,,2019Q4,,,ACAv:VAL:PF
SW190916-02A,mouse,NCBI:txid10090,SW190916-02A,wt/wt,connectivity,cre-dependent anterograde tracing,MPO:PA:VMHc,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_antero_proj,dong_antero,BIL,http://download.brainimagelibrary.org/biccn/dong/anterograde/triple/,,2019Q4,,,MPO:PA:VMHc
SW190916-03A,mouse,NCBI:txid10090,SW190916-03A,wt/wt,connectivity,cre-dependent anterograde tracing,AONl:BLAv:ACB,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_antero_proj,dong_antero,BIL,http://download.brainimagelibrary.org/biccn/dong/anterograde/triple/,,2019Q4,,,AONl:BLAv:ACB
SW191003-04A,mouse,NCBI:txid10090,SW191003-04A,wt/wt,connectivity,cre-dependent anterograde tracing,AUDv;DP;,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_antero_proj,dong_antero,BIL,http://download.brainimagelibrary.org/biccn/dong/anterograde/triple/,,2020Q1,,,
SW191004-07A,mouse,NCBI:txid10090,SW191004-07A,wt/wt,connectivity,cre-dependent anterograde tracing,ACBm;SNc,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_antero_proj,dong_antero,BIL,http://download.brainimagelibrary.org/biccn/dong/anterograde/triple/,,2020Q1,,,
SW191004-08A,mouse,NCBI:txid10090,SW191004-08A,wt/wt,connectivity,cre-dependent anterograde tracing,ACB:SNc,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_antero_proj,dong_antero,BIL,http://download.brainimagelibrary.org/biccn/dong/anterograde/triple/,,2019Q4,,,ACB.m:SNC/r.d.m
SW191004-09A,mouse,NCBI:txid10090,SW191004-09A,wt/wt,connectivity,cre-dependent anterograde tracing,ACB:SNc,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_antero_proj,dong_antero,BIL,http://download.brainimagelibrary.org/biccn/dong/anterograde/triple/,,2019Q4,,,ACB.m:SNC/r.d.m
SW191016-02A,mouse,NCBI:txid10090,SW191016-02A,wt/wt,connectivity,cre-dependent anterograde tracing,SUMl;DP;LSr,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_antero_proj,dong_antero,BIL,http://download.brainimagelibrary.org/biccn/dong/anterograde/triple/,,2020Q1,,,
SW191024-09A,mouse,NCBI:txid10090,SW191024-09A,wt/wt,connectivity,cre-dependent anterograde tracing,RT;MOp;SSp,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_antero_proj,dong_antero,BIL,http://download.brainimagelibrary.org/biccn/dong/anterograde/triple/,,2020Q1,,,
SW170711-02A,mouse,NCBI:txid10090,SW170711-02A,wt/wt,connectivity,retrograde tracing,,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_retro_proj,dong_retro,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,,2018Q3,Missing injection structures; merged projects,dong_retro_quad,
SW170711-03B,mouse,NCBI:txid10090,SW170711-03B,wt/wt,connectivity,retrograde tracing,,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_retro_proj,dong_retro,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,,2018Q3,Missing injection structures; merged projects,dong_retro_quad,
SW170711-04A,mouse,NCBI:txid10090,SW170711-04A,wt/wt,connectivity,retrograde tracing,,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_retro_proj,dong_retro,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,,2018Q3,Missing injection structures; merged projects,dong_retro_quad,
SW170711-05A,mouse,NCBI:txid10090,SW170711-05A,wt/wt,connectivity,retrograde tracing,,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_retro_proj,dong_retro,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,,2018Q3,Missing injection structures; merged projects,dong_retro_quad,
SW170811-01A,mouse,NCBI:txid10090,SW170811-01A,wt/wt,connectivity,retrograde tracing,,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_retro_proj,dong_retro,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,,2018Q3,Missing injection structures; merged projects,dong_retro_quad,
SW170811-02A,mouse,NCBI:txid10090,SW170811-02A,wt/wt,connectivity,retrograde tracing,,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_retro_proj,dong_retro,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,,2018Q3,Missing injection structures; merged projects,dong_retro_quad,
SW170911-01A,mouse,NCBI:txid10090,SW170911-01A,wt/wt,connectivity,retrograde tracing,,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_retro_proj,dong_retro,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,,2018Q3,Missing injection structures; merged projects,dong_retro_quad,
SW170911-02A,mouse,NCBI:txid10090,SW170911-02A,wt/wt,connectivity,retrograde tracing,,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_retro_proj,dong_retro,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,,2018Q3,Missing injection structures; merged projects,dong_retro_quad,
SW170928-04A,mouse,NCBI:txid10090,SW170928-04A,wt/wt,connectivity,retrograde tracing,RE:RSPv:SC,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_retro_proj,dong_retro,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,,2019Q1,Injection structure names not yet reconciled to ontology; format needs to be resolved; merged projects,dong_retro_quad,RE:RSPv:SC
SW171016-01A,mouse,NCBI:txid10090,SW171016-01A,wt/wt,connectivity,retrograde tracing,AD:AV:AM,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_retro_proj,dong_retro,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,,2019Q1,Injection structure names not yet reconciled to ontology; format needs to be resolved; merged projects,dong_retro_quad,AD:AV:AM
SW171016-02A,mouse,NCBI:txid10090,SW171016-02A,wt/wt,connectivity,retrograde tracing,dhc:AV:AD,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_retro_proj,dong_retro,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,,2019Q1,Injection structure names not yet reconciled to ontology; format needs to be resolved; merged projects,dong_retro_quad,dhc:AV:AD
SW171116-01A,mouse,NCBI:txid10090,SW171116-01A,wt/wt,connectivity,retrograde tracing,,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_retro_proj,dong_retro,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/triple/,,2018Q3,Missing injection structures; merged projects,dong_retro_triple,
SW171116-02A,mouse,NCBI:txid10090,SW171116-02A,wt/wt,connectivity,retrograde tracing,,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_retro_proj,dong_retro,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/triple/,,2018Q3,Missing injection structures; merged projects,dong_retro_triple,
SW171116-03A,mouse,NCBI:txid10090,SW171116-03A,wt/wt,connectivity,retrograde tracing,,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_retro_proj,dong_retro,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/triple/,,2018Q3,Missing injection structures; merged projects,dong_retro_triple,
SW171116-04A,mouse,NCBI:txid10090,SW171116-04A,wt/wt,connectivity,retrograde tracing,,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_retro_proj,dong_retro,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/triple/,,2018Q3,Missing injection structures; merged projects,dong_retro_triple,
SW171117-01A,mouse,NCBI:txid10090,SW171117-01A,wt/wt,connectivity,retrograde tracing,,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_retro_proj,dong_retro,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,,2018Q3,Missing injection structures; merged projects,dong_retro_quad,
SW171117-02A,mouse,NCBI:txid10090,SW171117-02A,wt/wt,connectivity,retrograde tracing,,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_retro_proj,dong_retro,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,,2018Q3,Missing injection structures; merged projects,dong_retro_quad,
SW171117-03A,mouse,NCBI:txid10090,SW171117-03A,wt/wt,connectivity,retrograde tracing,,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_retro_proj,dong_retro,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,,2018Q3,Missing injection structures; merged projects,dong_retro_quad,
SW171117-04A,mouse,NCBI:txid10090,SW171117-04A,wt/wt,connectivity,retrograde tracing,,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_retro_proj,dong_retro,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,,2018Q3,Missing injection structures; merged projects,dong_retro_quad,
SW171205-01A,mouse,NCBI:txid10090,SW171205-01A,wt/wt,connectivity,retrograde tracing,,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_retro_proj,dong_retro,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,,2018Q3,Missing injection structures; merged projects,dong_retro_quad,
SW171205-02A,mouse,NCBI:txid10090,SW171205-02A,wt/wt,connectivity,retrograde tracing,,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_retro_proj,dong_retro,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/triple/,,2018Q3,Missing injection structures; merged projects,dong_retro_triple,
SW171221-01A,mouse,NCBI:txid10090,SW171221-01A,wt/wt,connectivity,retrograde tracing,,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_retro_proj,dong_retro,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,,2018Q3,Missing injection structures; merged projects,dong_retro_quad,
SW171221-02A,mouse,NCBI:txid10090,SW171221-02A,wt/wt,connectivity,retrograde tracing,,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_retro_proj,dong_retro,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,,2018Q3,Missing injection structures; merged projects,dong_retro_quad,
SW171221-03A,mouse,NCBI:txid10090,SW171221-03A,wt/wt,connectivity,retrograde tracing,,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_retro_proj,dong_retro,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,,2018Q3,Missing injection structures; merged projects,dong_retro_quad,
SW171221-04A,mouse,NCBI:txid10090,SW171221-04A,wt/wt,connectivity,retrograde tracing,CP:SSp-ul:SSp-bfd:SSs,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_retro_proj,dong_retro,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,Represented in 2 projects,2018Q3,Represented in 2 projects; merged projects,dong_retro_quad,CP:SSp-ul:SSp-bfd:SSs
SW180131-01A,mouse,NCBI:txid10090,SW180131-01A,wt/wt,connectivity,retrograde tracing,PPN:fail:V:PRNc,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_retro_proj,dong_retro,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,,2019Q1,Injection structure names not yet reconciled to ontology; format needs to be resolved; merged projects,dong_retro_quad,PPN:fail:V:PNRc
SW180131-02A,mouse,NCBI:txid10090,SW180131-02A,wt/wt,connectivity,retrograde tracing,PPN:PB:SUT;PRNc:PARN,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_retro_proj,dong_retro,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,,2019Q1,Injection structure names not yet reconciled to ontology; format needs to be resolved; merged projects,dong_retro_quad,PPN:PBscp:SUT/PRNc:PARN
SW180201-01A,mouse,NCBI:txid10090,SW180201-01A,wt/wt,connectivity,retrograde tracing,ICe:V:ISN:VM,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_retro_proj,dong_retro,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,,2019Q1,Injection structure names not yet reconciled to ontology; format needs to be resolved; merged projects,dong_retro_quad,ICe:V:ISN:VM
SW180201-02A,mouse,NCBI:txid10090,SW180201-02A,wt/wt,connectivity,retrograde tracing,CUN:fail:PARN;LRN:XII,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_retro_proj,dong_retro,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,,2019Q1,Injection structure names not yet reconciled to ontology; format needs to be resolved; merged projects,dong_retro_quad,CUN:fail:PARN/LRN:XII(c)
SW180329-01A,mouse,NCBI:txid10090,SW180329-01A,wt/wt,connectivity,retrograde tracing,SSp:CP:SSs:MOs,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_retro_proj,dong_retro,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,,2019Q1,Injection structure names not yet reconciled to ontology; format needs to be resolved; merged projects,dong_retro_quad,SSp:CP:SSs:MOs
SW180517-04A,mouse,NCBI:txid10090,SW180517-04A,wt/wt,connectivity,retrograde tracing,SSp-ul:SSp-ll:SSp-ul:SSp-bfd,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_retro_proj,dong_retro,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,,2019Q1,Injection structure names not yet reconciled to ontology; format needs to be resolved; merged projects,dong_retro_quad,SSp-ul:SSp-ll:SSp-ul:SSp-bfd
SW180611-01A,mouse,NCBI:txid10090,SW180611-01A,wt/wt,connectivity,retrograde tracing,CP,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_retro_proj,dong_retro,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,,2019Q1,Injection structure names not yet reconciled to ontology; format needs to be resolved; merged projects,dong_retro_quad,CPi
SW180612-02A,mouse,NCBI:txid10090,SW180612-02A,wt/wt,connectivity,retrograde tracing,ORBl:PTLp:VISam:LH,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_retro_proj,dong_retro,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,,2019Q1,Injection structure names not yet reconciled to ontology; format needs to be resolved; merged projects,dong_retro_quad,ORBi:PTLp:VISam:LH
SW180621-02A,mouse,NCBI:txid10090,SW180621-02A,wt/wt,connectivity,retrograde tracing,ORBl:MOs:CP:SMT,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_retro_proj,dong_retro,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,,2019Q1,Injection structure names not yet reconciled to ontology; format needs to be resolved; merged projects,dong_retro_quad,ORBl:MOs:CPc:SMT
SW180621-03A,mouse,NCBI:txid10090,SW180621-03A,wt/wt,connectivity,retrograde tracing,CM:LPO:ACAd:ACAd,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_retro_proj,dong_retro,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,,2019Q1,Injection structure names not yet reconciled to ontology; format needs to be resolved; merged projects,dong_retro_quad,CM:LPO:ACAd:ACAd
