Sample ID,Organism Type (CV),Organism NCBI Taxonomy ID,Transgenic Line Information,Modality (CV),Method (CV),Technique (CV),Anatomical Structure (CV),Total Processed Cells,Organization (CV),Lab,Investigator,Grant Number (CV),R24 Name (CV),R24 Directory,Comments
pBICCNsMMrSCSi70470513Td180328,mouse,NCBI:txid10090,,Transcriptomics,snRNA-seq,Drop-Seq(10x),SCS,2548,Broad Institute of MIT,Huang_U19,Evan Macosko,1-U19-MH114821-01,NeMO,,CCF-registered by Mitra lab pipeline; FACS sorted nuclei; not yet subject to complete QC or cell-type annotation
pBICCNsMMrSCSi70470514Bd180328,mouse,NCBI:txid10090,,Transcriptomics,snRNA-seq,Drop-Seq(10x),SCS,4657,Broad Institute of MIT,Huang_U19,Evan Macosko,1-U19-MH114821-01,NeMO,,CCF-registered by Mitra lab pipeline; FACS sorted nuclei; not yet subject to complete QC or cell-type annotation
pBICCNsMMrMOPi7047059Td180328,mouse,NCBI:txid10090,,Transcriptomics,snRNA-seq,Drop-Seq(10x),MOP,1480,Broad Institute of MIT,Huang_U19,Evan Macosko,1-U19-MH114821-01,NeMO,,CCF-registered by Mitra lab pipeline; FACS sorted nuclei; not yet subject to complete QC or cell-type annotation
pBICCNsMMrSSPi7027033Td180403,mouse,NCBI:txid10090,,Transcriptomics,snRNA-seq,Drop-Seq(10x),SSP,3193,Broad Institute of MIT,Huang_U19,Evan Macosko,1-U19-MH114821-01,NeMO,,CCF-registered by Mitra lab pipeline; FACS sorted nuclei; not yet subject to complete QC or cell-type annotation
pBICCNsMMrSSPi7027034d180403a,mouse,NCBI:txid10090,,Transcriptomics,snRNA-seq,Drop-Seq(10x),SSP,1215,Broad Institute of MIT,Huang_U19,Evan Macosko,1-U19-MH114821-01,NeMO,,CCF-registered by Mitra lab pipeline; FACS sorted nuclei; not yet subject to complete QC or cell-type annotation
pBICCNsMMrSSPi7027034d180403b,mouse,NCBI:txid10090,,Transcriptomics,snRNA-seq,Drop-Seq(10x),SSP,2580,Broad Institute of MIT,Huang_U19,Evan Macosko,1-U19-MH114821-01,NeMO,,CCF-registered by Mitra lab pipeline; FACS sorted nuclei; not yet subject to complete QC or cell-type annotation
pBICCNsMMrCUL45i7027035Td180403a,mouse,NCBI:txid10090,,Transcriptomics,snRNA-seq,Drop-Seq(10x),CUL45,875,Broad Institute of MIT,Huang_U19,Evan Macosko,1-U19-MH114821-01,NeMO,,CCF-registered by Mitra lab pipeline; FACS sorted nuclei; not yet subject to complete QC or cell-type annotation
pBICCNsMMrCUL45i7027035Td180403b,mouse,NCBI:txid10090,,Transcriptomics,snRNA-seq,Drop-Seq(10x),CUL45,1673,Broad Institute of MIT,Huang_U19,Evan Macosko,1-U19-MH114821-01,NeMO,,CCF-registered by Mitra lab pipeline; FACS sorted nuclei; not yet subject to complete QC or cell-type annotation
pBICCNsMMrCUL45i7027036Bd180403a,mouse,NCBI:txid10090,,Transcriptomics,snRNA-seq,Drop-Seq(10x),CUL45,403,Broad Institute of MIT,Huang_U19,Evan Macosko,1-U19-MH114821-01,NeMO,,CCF-registered by Mitra lab pipeline; FACS sorted nuclei; not yet subject to complete QC or cell-type annotation
pBICCNsMMrCUL45i7027036Bd180403b,mouse,NCBI:txid10090,,Transcriptomics,snRNA-seq,Drop-Seq(10x),CUL45,517,Broad Institute of MIT,Huang_U19,Evan Macosko,1-U19-MH114821-01,NeMO,,CCF-registered by Mitra lab pipeline; FACS sorted nuclei; not yet subject to complete QC or cell-type annotation
pBICCNsMMrPAGi2d180603,mouse,NCBI:txid10090,,Transcriptomics,snRNA-seq,Drop-Seq(10x),PAG,382,Broad Institute of MIT,Huang_U19,Evan Macosko,1-U19-MH114821-01,NeMO,,CCF-registered by Mitra lab pipeline; FACS sorted nuclei; not yet subject to complete QC or cell-type annotation
pBICCNsMMrICi4d180603,mouse,NCBI:txid10090,,Transcriptomics,snRNA-seq,Drop-Seq(10x),IC,1630,Broad Institute of MIT,Huang_U19,Evan Macosko,1-U19-MH114821-01,NeMO,,CCF-registered by Mitra lab pipeline; FACS sorted nuclei; not yet subject to complete QC or cell-type annotation
pBICCNsMMrORBi7167172Bd180613a,mouse,NCBI:txid10090,,Transcriptomics,snRNA-seq,Drop-Seq(10x),ORB,5957,Broad Institute of MIT,Huang_U19,Evan Macosko,1-U19-MH114821-01,NeMO,,CCF-registered by Mitra lab pipeline; FACS sorted nuclei; not yet subject to complete QC or cell-type annotation
pBICCNsMMrORBi7167172Bd180613b,mouse,NCBI:txid10090,,Transcriptomics,snRNA-seq,Drop-Seq(10x),ORB,5785,Broad Institute of MIT,Huang_U19,Evan Macosko,1-U19-MH114821-01,NeMO,,CCF-registered by Mitra lab pipeline; FACS sorted nuclei; not yet subject to complete QC or cell-type annotation
pBICCNsMMrAUDi7167174Bd180613a,mouse,NCBI:txid10090,,Transcriptomics,snRNA-seq,Drop-Seq(10x),AUD,5364,Broad Institute of MIT,Huang_U19,Evan Macosko,1-U19-MH114821-01,NeMO,,CCF-registered by Mitra lab pipeline; FACS sorted nuclei; not yet subject to complete QC or cell-type annotation
pBICCNsMMrORBi7167171Td180614a,mouse,NCBI:txid10090,,Transcriptomics,snRNA-seq,Drop-Seq(10x),ORB,4389,Broad Institute of MIT,Huang_U19,Evan Macosko,1-U19-MH114821-01,NeMO,,CCF-registered by Mitra lab pipeline; FACS sorted nuclei; not yet subject to complete QC or cell-type annotation
pBICCNsMMrORBi7167171Td180614b,mouse,NCBI:txid10090,,Transcriptomics,snRNA-seq,Drop-Seq(10x),ORB,5260,Broad Institute of MIT,Huang_U19,Evan Macosko,1-U19-MH114821-01,NeMO,,CCF-registered by Mitra lab pipeline; FACS sorted nuclei; not yet subject to complete QC or cell-type annotation
pBICCNsMMrAUDi7167173Td180614a,mouse,NCBI:txid10090,,Transcriptomics,snRNA-seq,Drop-Seq(10x),AUD,7758,Broad Institute of MIT,Huang_U19,Evan Macosko,1-U19-MH114821-01,NeMO,,CCF-registered by Mitra lab pipeline; FACS sorted nuclei; not yet subject to complete QC or cell-type annotation
pBICCNsMMrAUDi7167173Td180614b,mouse,NCBI:txid10090,,Transcriptomics,snRNA-seq,Drop-Seq(10x),AUD,6161,Broad Institute of MIT,Huang_U19,Evan Macosko,1-U19-MH114821-01,NeMO,,CCF-registered by Mitra lab pipeline; FACS sorted nuclei; not yet subject to complete QC or cell-type annotation
pBICCNsMMrENTLi7167175Td180614b,mouse,NCBI:txid10090,,Transcriptomics,snRNA-seq,Drop-Seq(10x),ENTL,7618,Broad Institute of MIT,Huang_U19,Evan Macosko,1-U19-MH114821-01,NeMO,,CCF-registered by Mitra lab pipeline; FACS sorted nuclei; not yet subject to complete QC or cell-type annotation
pBICCNsMMrSSPi7187192Bd180618,mouse,NCBI:txid10090,,Transcriptomics,snRNA-seq,Drop-Seq(10x),SSP,1812,Broad Institute of MIT,Huang_U19,Evan Macosko,1-U19-MH114821-01,NeMO,,CCF-registered by Mitra lab pipeline; FACS sorted nuclei; not yet subject to complete QC or cell-type annotation
pBICCNsMMrHPFi7187196Bd180618,mouse,NCBI:txid10090,,Transcriptomics,snRNA-seq,Drop-Seq(10x),HPF,2220,Broad Institute of MIT,Huang_U19,Evan Macosko,1-U19-MH114821-01,NeMO,,CCF-registered by Mitra lab pipeline; FACS sorted nuclei; not yet subject to complete QC or cell-type annotation
pBICCNsMMrCPi7107112Bd180619,mouse,NCBI:txid10090,,Transcriptomics,snRNA-seq,Drop-Seq(10x),CP,1703,Broad Institute of MIT,Huang_U19,Evan Macosko,1-U19-MH114821-01,NeMO,,CCF-registered by Mitra lab pipeline; FACS sorted nuclei; not yet subject to complete QC or cell-type annotation
pBICCNsMMrPIRi7107114Bd180619,mouse,NCBI:txid10090,,Transcriptomics,snRNA-seq,Drop-Seq(10x),PIR,632,Broad Institute of MIT,Huang_U19,Evan Macosko,1-U19-MH114821-01,NeMO,,CCF-registered by Mitra lab pipeline; FACS sorted nuclei; not yet subject to complete QC or cell-type annotation
pBICCNsMMrPRNCi7107116Bd180619,mouse,NCBI:txid10090,,Transcriptomics,snRNA-seq,Drop-Seq(10x),PRNC,358,Broad Institute of MIT,Huang_U19,Evan Macosko,1-U19-MH114821-01,NeMO,,CCF-registered by Mitra lab pipeline; FACS sorted nuclei; not yet subject to complete QC or cell-type annotation
pBICCNsMMrPRNCi7107118Bd180619,mouse,NCBI:txid10090,,Transcriptomics,snRNA-seq,Drop-Seq(10x),PRNC,416,Broad Institute of MIT,Huang_U19,Evan Macosko,1-U19-MH114821-01,NeMO,,CCF-registered by Mitra lab pipeline; FACS sorted nuclei; not yet subject to complete QC or cell-type annotation
pBICCNsMMrSSPi7187191Td180620a,mouse,NCBI:txid10090,,Transcriptomics,snRNA-seq,Drop-Seq(10x),SSP,10000,Broad Institute of MIT,Huang_U19,Evan Macosko,1-U19-MH114821-01,NeMO,,CCF-registered by Mitra lab pipeline; not yet subject to complete QC or cell-type annotation
pBICCNsMMrSSPi7187191Td180620b,mouse,NCBI:txid10090,,Transcriptomics,snRNA-seq,Drop-Seq(10x),SSP,10000,Broad Institute of MIT,Huang_U19,Evan Macosko,1-U19-MH114821-01,NeMO,,CCF-registered by Mitra lab pipeline; not yet subject to complete QC or cell-type annotation
pBICCNsMMrSSPi7187191Td180620c,mouse,NCBI:txid10090,,Transcriptomics,snRNA-seq,Drop-Seq(10x),SSP,10000,Broad Institute of MIT,Huang_U19,Evan Macosko,1-U19-MH114821-01,NeMO,,CCF-registered by Mitra lab pipeline; not yet subject to complete QC or cell-type annotation
pBICCNsMMrHPFi7187195Td180620,mouse,NCBI:txid10090,,Transcriptomics,snRNA-seq,Drop-Seq(10x),HPF,2836,Broad Institute of MIT,Huang_U19,Evan Macosko,1-U19-MH114821-01,NeMO,,CCF-registered by Mitra lab pipeline; FACS sorted nuclei; not yet subject to complete QC or cell-type annotation
pBICCNsMMrORBPLi7207211Td180627,mouse,NCBI:txid10090,,Transcriptomics,snRNA-seq,Drop-Seq(10x),ORBPL,3358,Broad Institute of MIT,Huang_U19,Evan Macosko,1-U19-MH114821-01,NeMO,,CCF-registered by Mitra lab pipeline; FACS sorted nuclei; not yet subject to complete QC or cell-type annotation
pBICCNsMMrAUDi7207213Td180627,mouse,NCBI:txid10090,,Transcriptomics,snRNA-seq,Drop-Seq(10x),AUD,9099,Broad Institute of MIT,Huang_U19,Evan Macosko,1-U19-MH114821-01,NeMO,,CCF-registered by Mitra lab pipeline; FACS sorted nuclei; not yet subject to complete QC or cell-type annotation
pBICCNsMMrCPi7107111Td180702a,mouse,NCBI:txid10090,,Transcriptomics,snRNA-seq,Drop-Seq(10x),CP,3731,Broad Institute of MIT,Huang_U19,Evan Macosko,1-U19-MH114821-01,NeMO,,CCF-registered by Mitra lab pipeline; not yet subject to complete QC or cell-type annotation
pBICCNsMMrPRNRi7107117Td180702,mouse,NCBI:txid10090,,Transcriptomics,snRNA-seq,Drop-Seq(10x),PRNR,5200,Broad Institute of MIT,Huang_U19,Evan Macosko,1-U19-MH114821-01,NeMO,,CCF-registered by Mitra lab pipeline; not yet subject to complete QC or cell-type annotation
pBICCNsMMrPIRi7107113Td180702a,mouse,NCBI:txid10090,,Transcriptomics,snRNA-seq,Drop-Seq(10x),PIR,2664,Broad Institute of MIT,Huang_U19,Evan Macosko,1-U19-MH114821-01,NeMO,,CCF-registered by Mitra lab pipeline; not yet subject to complete QC or cell-type annotation
pBICCNsMMrPIRi7107113Td180702b,mouse,NCBI:txid10090,,Transcriptomics,snRNA-seq,Drop-Seq(10x),PIR,2973,Broad Institute of MIT,Huang_U19,Evan Macosko,1-U19-MH114821-01,NeMO,,CCF-registered by Mitra lab pipeline; not yet subject to complete QC or cell-type annotation
pBICCNsMMrPIRi7107113Td180702c,mouse,NCBI:txid10090,,Transcriptomics,snRNA-seq,Drop-Seq(10x),PIR,2339,Broad Institute of MIT,Huang_U19,Evan Macosko,1-U19-MH114821-01,NeMO,,CCF-registered by Mitra lab pipeline; not yet subject to complete QC or cell-type annotation
pBICCNsMMrPRNRi7107115Td180702a,mouse,NCBI:txid10090,,Transcriptomics,snRNA-seq,Drop-Seq(10x),PRNR,3156,Broad Institute of MIT,Huang_U19,Evan Macosko,1-U19-MH114821-01,NeMO,,CCF-registered by Mitra lab pipeline; not yet subject to complete QC or cell-type annotation
pBICCNsMMrPRNRi7107115Td180702b,mouse,NCBI:txid10090,,Transcriptomics,snRNA-seq,Drop-Seq(10x),PRNR,2991,Broad Institute of MIT,Huang_U19,Evan Macosko,1-U19-MH114821-01,NeMO,,CCF-registered by Mitra lab pipeline; not yet subject to complete QC or cell-type annotation
pBICCNsMMrPRNRi7107115Td180702c,mouse,NCBI:txid10090,,Transcriptomics,snRNA-seq,Drop-Seq(10x),PRNR,2989,Broad Institute of MIT,Huang_U19,Evan Macosko,1-U19-MH114821-01,NeMO,,CCF-registered by Mitra lab pipeline; not yet subject to complete QC or cell-type annotation
pBICCNsMMrSCSi7207218Bd180702a,mouse,NCBI:txid10090,,Transcriptomics,snRNA-seq,Drop-Seq(10x),SCS,9283,Broad Institute of MIT,Huang_U19,Evan Macosko,1-U19-MH114821-01,NeMO,,CCF-registered by Mitra lab pipeline; not yet subject to complete QC or cell-type annotation
pBICCNsMMrSCSi7207218Bd180702b,mouse,NCBI:txid10090,,Transcriptomics,snRNA-seq,Drop-Seq(10x),SCS,8277,Broad Institute of MIT,Huang_U19,Evan Macosko,1-U19-MH114821-01,NeMO,,CCF-registered by Mitra lab pipeline; not yet subject to complete QC or cell-type annotation
pBICCNsMMrSCSi7207218Bd180702c,mouse,NCBI:txid10090,,Transcriptomics,snRNA-seq,Drop-Seq(10x),SCS,8265,Broad Institute of MIT,Huang_U19,Evan Macosko,1-U19-MH114821-01,NeMO,,CCF-registered by Mitra lab pipeline; not yet subject to complete QC or cell-type annotation
pBICCNsMMrENTLi72072110Bd180702a,mouse,NCBI:txid10090,,Transcriptomics,snRNA-seq,Drop-Seq(10x),ENTL,11700,Broad Institute of MIT,Huang_U19,Evan Macosko,1-U19-MH114821-01,NeMO,,CCF-registered by Mitra lab pipeline; not yet subject to complete QC or cell-type annotation
pBICCNsMMrENTLi72072110Bd180702b,mouse,NCBI:txid10090,,Transcriptomics,snRNA-seq,Drop-Seq(10x),ENTL,11700,Broad Institute of MIT,Huang_U19,Evan Macosko,1-U19-MH114821-01,NeMO,,CCF-registered by Mitra lab pipeline; not yet subject to complete QC or cell-type annotation
pBICCNsMMrENTLi72072110Bd180702c,mouse,NCBI:txid10090,,Transcriptomics,snRNA-seq,Drop-Seq(10x),ENTL,11700,Broad Institute of MIT,Huang_U19,Evan Macosko,1-U19-MH114821-01,NeMO,,CCF-registered by Mitra lab pipeline; not yet subject to complete QC or cell-type annotation
pBICCNsMMrENTLi72072110Bd180702d,mouse,NCBI:txid10090,,Transcriptomics,snRNA-seq,Drop-Seq(10x),ENTL,11700,Broad Institute of MIT,Huang_U19,Evan Macosko,1-U19-MH114821-01,NeMO,,CCF-registered by Mitra lab pipeline; not yet subject to complete QC or cell-type annotation
pBICCNsMMrSNRSNCi7207215Td180703a,mouse,NCBI:txid10090,,Transcriptomics,snRNA-seq,Drop-Seq(10x),SNRSNC,6209,Broad Institute of MIT,Huang_U19,Evan Macosko,1-U19-MH114821-01,NeMO,,CCF-registered by Mitra lab pipeline; not yet subject to complete QC or cell-type annotation
pBICCNsMMrSNRSNCi7207215Td180703b,mouse,NCBI:txid10090,,Transcriptomics,snRNA-seq,Drop-Seq(10x),SNRSNC,6161,Broad Institute of MIT,Huang_U19,Evan Macosko,1-U19-MH114821-01,NeMO,,CCF-registered by Mitra lab pipeline; not yet subject to complete QC or cell-type annotation
pBICCNsMMrSNRSNCi7207215Td180703c,mouse,NCBI:txid10090,,Transcriptomics,snRNA-seq,Drop-Seq(10x),SNRSNC,2429,Broad Institute of MIT,Huang_U19,Evan Macosko,1-U19-MH114821-01,NeMO,,CCF-registered by Mitra lab pipeline; not yet subject to complete QC or cell-type annotation
pBICCNsMMrSCSi7207217Td180703a,mouse,NCBI:txid10090,,Transcriptomics,snRNA-seq,Drop-Seq(10x),SCS,10714,Broad Institute of MIT,Huang_U19,Evan Macosko,1-U19-MH114821-01,NeMO,,CCF-registered by Mitra lab pipeline; not yet subject to complete QC or cell-type annotation
pBICCNsMMrSCSi7207217Td180703b,mouse,NCBI:txid10090,,Transcriptomics,snRNA-seq,Drop-Seq(10x),SCS,9224,Broad Institute of MIT,Huang_U19,Evan Macosko,1-U19-MH114821-01,NeMO,,CCF-registered by Mitra lab pipeline; not yet subject to complete QC or cell-type annotation
pBICCNsMMrSCSi7207217Td180703c,mouse,NCBI:txid10090,,Transcriptomics,snRNA-seq,Drop-Seq(10x),SCS,8937,Broad Institute of MIT,Huang_U19,Evan Macosko,1-U19-MH114821-01,NeMO,,CCF-registered by Mitra lab pipeline; not yet subject to complete QC or cell-type annotation
pBICCNsMMrENTLi7207219Td180703a,mouse,NCBI:txid10090,,Transcriptomics,snRNA-seq,Drop-Seq(10x),ENTL,6818,Broad Institute of MIT,Huang_U19,Evan Macosko,1-U19-MH114821-01,NeMO,,CCF-registered by Mitra lab pipeline; not yet subject to complete QC or cell-type annotation
pBICCNsMMrENTLi7207219Td180703b,mouse,NCBI:txid10090,,Transcriptomics,snRNA-seq,Drop-Seq(10x),ENTL,5724,Broad Institute of MIT,Huang_U19,Evan Macosko,1-U19-MH114821-01,NeMO,,CCF-registered by Mitra lab pipeline; not yet subject to complete QC or cell-type annotation
pBICCNsMMrENTLi7207219Td180703c,mouse,NCBI:txid10090,,Transcriptomics,snRNA-seq,Drop-Seq(10x),ENTL,6178,Broad Institute of MIT,Huang_U19,Evan Macosko,1-U19-MH114821-01,NeMO,,CCF-registered by Mitra lab pipeline; not yet subject to complete QC or cell-type annotation
pBICCNsMMrENTLi7207219Td180703d,mouse,NCBI:txid10090,,Transcriptomics,snRNA-seq,Drop-Seq(10x),ENTL,6459,Broad Institute of MIT,Huang_U19,Evan Macosko,1-U19-MH114821-01,NeMO,,CCF-registered by Mitra lab pipeline; not yet subject to complete QC or cell-type annotation
DLS1,mouse,NCBI:txid10090,,Transcriptomics,snRNA-seq,Drop-Seq(10x),DLS,12000,Broad Institute of MIT,Huang_U19,Evan Macosko,1-U19-MH114821-01,NeMO,,Punched or dissected at Broad (non-registered); FACS sorted nuclei; not yet subject to complete QC or cell-type annotation; number of cells based on estimated input
DLS2,mouse,NCBI:txid10090,,Transcriptomics,snRNA-seq,Drop-Seq(10x),DLS,12000,Broad Institute of MIT,Huang_U19,Evan Macosko,1-U19-MH114821-01,NeMO,,Punched or dissected at Broad (non-registered); FACS sorted nuclei; not yet subject to complete QC or cell-type annotation; number of cells based on estimated input
DLS3,mouse,NCBI:txid10090,,Transcriptomics,snRNA-seq,Drop-Seq(10x),DLS,12000,Broad Institute of MIT,Huang_U19,Evan Macosko,1-U19-MH114821-01,NeMO,,Punched or dissected at Broad (non-registered); FACS sorted nuclei; not yet subject to complete QC or cell-type annotation; number of cells based on estimated input
P56m1a,mouse,NCBI:txid10090,,Transcriptomics,snRNA-seq,Drop-Seq(10x),MOP,4142,Broad Institute of MIT,Huang_U19,Evan Macosko,1-U19-MH114821-01,NeMO,,Punched or dissected at Broad (non-registered); FACS sorted nuclei; not yet subject to complete QC or cell-type annotation; number of cells based on estimated input
P56m1b,mouse,NCBI:txid10090,,Transcriptomics,snRNA-seq,Drop-Seq(10x),MOP,7175,Broad Institute of MIT,Huang_U19,Evan Macosko,1-U19-MH114821-01,NeMO,,Punched or dissected at Broad (non-registered); FACS sorted nuclei; not yet subject to complete QC or cell-type annotation; number of cells based on estimated input
P56m1c,mouse,NCBI:txid10090,,Transcriptomics,snRNA-seq,Drop-Seq(10x),MOP,5361,Broad Institute of MIT,Huang_U19,Evan Macosko,1-U19-MH114821-01,NeMO,,Punched or dissected at Broad (non-registered); FACS sorted nuclei; not yet subject to complete QC or cell-type annotation; number of cells based on estimated input
P56m1d,mouse,NCBI:txid10090,,Transcriptomics,snRNA-seq,Drop-Seq(10x),MOP,7405,Broad Institute of MIT,Huang_U19,Evan Macosko,1-U19-MH114821-01,NeMO,,Punched or dissected at Broad (non-registered); FACS sorted nuclei; not yet subject to complete QC or cell-type annotation; number of cells based on estimated input
P56m1e,mouse,NCBI:txid10090,,Transcriptomics,snRNA-seq,Drop-Seq(10x),MOP,7161,Broad Institute of MIT,Huang_U19,Evan Macosko,1-U19-MH114821-01,NeMO,,Punched or dissected at Broad (non-registered); FACS sorted nuclei; not yet subject to complete QC or cell-type annotation; number of cells based on estimated input
P56m1f,mouse,NCBI:txid10090,,Transcriptomics,snRNA-seq,Drop-Seq(10x),MOP,7836,Broad Institute of MIT,Huang_U19,Evan Macosko,1-U19-MH114821-01,NeMO,,Punched or dissected at Broad (non-registered); FACS sorted nuclei; not yet subject to complete QC or cell-type annotation; number of cells based on estimated input
P56m1g,mouse,NCBI:txid10090,,Transcriptomics,snRNA-seq,Drop-Seq(10x),MOP,7512,Broad Institute of MIT,Huang_U19,Evan Macosko,1-U19-MH114821-01,NeMO,,Punched or dissected at Broad (non-registered); FACS sorted nuclei; not yet subject to complete QC or cell-type annotation; number of cells based on estimated input
P56m1h,mouse,NCBI:txid10090,,Transcriptomics,snRNA-seq,Drop-Seq(10x),MOP,6475,Broad Institute of MIT,Huang_U19,Evan Macosko,1-U19-MH114821-01,NeMO,,Punched or dissected at Broad (non-registered); FACS sorted nuclei; not yet subject to complete QC or cell-type annotation; number of cells based on estimated input
Regev_snRNAseq_MOp,mouse,NCBI:txid10090,,Transcriptomics,snRNA-seq,Drop-Seq(10x),MOp,31372,Broad Institute,Huang_U19,Aviv Regev,1-U19-MH114821-01,NeMO,./Regev_snRNAseq_MOp/transcriptome,
476102372,mouse,NCBI:txid10090,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp4;VISp5;VISp6,23,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
476103811,mouse,NCBI:txid10090,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp4;VISp5;VISp6,40,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
476105316,mouse,NCBI:txid10090,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp4;VISp5;VISp6,24,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
476127631,mouse,NCBI:txid10090,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp4;VISp5;VISp6,40,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
476128264,mouse,NCBI:txid10090,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp4;VISp5;VISp6,16,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
496262502,mouse,NCBI:txid10090,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp2/3,32,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
496262509,mouse,NCBI:txid10090,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp1,18,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
496262590,mouse,NCBI:txid10090,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp4,30,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
496262596,mouse,NCBI:txid10090,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp5,32,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
496292366,mouse,NCBI:txid10090,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp2/3,31,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
496292370,mouse,NCBI:txid10090,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp4,25,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
496292384,mouse,NCBI:txid10090,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp5,29,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
496292390,mouse,NCBI:txid10090,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp6,20,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
496292417,mouse,NCBI:txid10090,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp1,36,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
496298527,mouse,NCBI:txid10090,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp2/3,30,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
496298530,mouse,NCBI:txid10090,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp4,18,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
