Sample ID,Species (CV),Species NCBI Taxonomy ID,Donor id,Genotype,Modality  (CV),Technique  (CV),Anatomical Structure (CV),Subspecimen Type (CV),Total Processed Subspecimens,Organization (CV),Investigator,Grant Number (CV),Project (CV),R24 Name (CV),R24 link,Comments,Metadata Submission,Wrangler Notes
CEMBA180329-1_Vm3C,mouse,NCBI:txid10090,CEMBA180228_V1;CEMBA180228_V2,,epigenomics,mC-seq;retrograde tracing,MOp,nuclei,96,Salk Institute for Biological Sciences,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NeMO,{http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/},Injection at P: STR; Dissection at 12B,2019Q2,
CEMBA180402-1_Vf3C,mouse,NCBI:txid10090,CEMBA180228_V3;CEMBA180301_V4,,epigenomics,mC-seq;retrograde tracing,MOp,nuclei,96,Salk Institute for Biological Sciences,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NeMO,{http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/},Injection at P: STR; Dissection at 12B,2019Q2,
CEMBA180402-1_Vf4B,mouse,NCBI:txid10090,CEMBA180228_V3;CEMBA180301_V4,,epigenomics,mC-seq;retrograde tracing,MOp,nuclei,96,Salk Institute for Biological Sciences,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NeMO,{http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/},Injection at P: STR; Dissection at 12B,2019Q2,
CEMBA180403-1_Vm4B,mouse,NCBI:txid10090,CEMBA180228_V1;CEMBA180228_V2,,epigenomics,mC-seq;retrograde tracing,MOp,nuclei,96,Salk Institute for Biological Sciences,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NeMO,{http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/},Injection at P: STR; Dissection at 12B,2019Q2,
CEMBA180403-1_Vm6B,mouse,NCBI:txid10090,CEMBA180228_V1;CEMBA180228_V2,,epigenomics,mC-seq;retrograde tracing,SSp,nuclei,96,Salk Institute for Biological Sciences,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NeMO,{http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/},Injection at P: STR; Dissection at 12B,2019Q2,
CEMBA180403-1_Vm7B,mouse,NCBI:txid10090,CEMBA180228_V1;CEMBA180228_V2,,epigenomics,mC-seq;retrograde tracing,SSp,nuclei,96,Salk Institute for Biological Sciences,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NeMO,{http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/},Injection at P: STR; Dissection at 12B,2019Q2,
CEMBA180405-1_Rf6B,mouse,NCBI:txid10090,CEMBA180220_R3;CEMBA180220_R4,,epigenomics,mC-seq;retrograde tracing,SSp,nuclei,96,Salk Institute for Biological Sciences,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NeMO,{http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/},Injection at P: STR; Dissection at 12B,2019Q2,
CEMBA180405-1_Rf7B,mouse,NCBI:txid10090,CEMBA180220_R3;CEMBA180220_R4,,epigenomics,mC-seq;retrograde tracing,SSp,nuclei,96,Salk Institute for Biological Sciences,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NeMO,{http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/},Injection at P: STR; Dissection at 12B,2019Q2,
CEMBA180405-1_Rm7B,mouse,NCBI:txid10090,CEMBA180219_R1;CEMBA180220_R2,,epigenomics,mC-seq;retrograde tracing,SSp,nuclei,96,Salk Institute for Biological Sciences,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NeMO,{http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/},Injection at P: STR; Dissection at 12B,2019Q2,
CEMBA180409-1_Vf11B,mouse,NCBI:txid10090,CEMBA180228_V3;CEMBA180301_V4,,epigenomics,mC-seq;retrograde tracing,VISp+VISI,nuclei,95,Salk Institute for Biological Sciences,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NeMO,{http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/},Injection at P: STR; Dissection at 12B,2019Q2,
CEMBA180409-1_Vf12B,mouse,NCBI:txid10090,CEMBA180228_V3;CEMBA180301_V4,,epigenomics,mC-seq;retrograde tracing,VISp+VISl+VISli,nuclei,96,Salk Institute for Biological Sciences,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NeMO,{http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/},Injection at P: STR; Dissection at 12B,2019Q2,
CEMBA180409-1_Vf6B,mouse,NCBI:txid10090,CEMBA180228_V3;CEMBA180301_V4,,epigenomics,mC-seq;retrograde tracing,SSp,nuclei,96,Salk Institute for Biological Sciences,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NeMO,{http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/},Injection at P: STR; Dissection at 12B,2019Q2,
CEMBA180409-1_Vf7B,mouse,NCBI:txid10090,CEMBA180228_V3;CEMBA180301_V4,,epigenomics,mC-seq;retrograde tracing,SSp,nuclei,96,Salk Institute for Biological Sciences,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NeMO,{http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/},Injection at P: STR; Dissection at 12B,2019Q2,
CEMBA180410-1_Vm11B,mouse,NCBI:txid10090,CEMBA180228_V1;CEMBA180228_V2,,epigenomics,mC-seq;retrograde tracing,VISp+VISI,nuclei,96,Salk Institute for Biological Sciences,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NeMO,{http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/},Injection at P: STR; Dissection at 12B,2019Q2,
CEMBA180410-1_Vm12B,mouse,NCBI:txid10090,CEMBA180228_V1;CEMBA180228_V2,,epigenomics,mC-seq;retrograde tracing,VISp+VISl+VISli,nuclei,96,Salk Institute for Biological Sciences,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NeMO,{http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/},Injection at P: STR; Dissection at 12B,2019Q2,
CEMBA180419-1_Cf3C,mouse,NCBI:txid10090,CEMBA180327_C5;CEMBA180327_C6,,epigenomics,mC-seq;retrograde tracing,MOp,nuclei,96,Salk Institute for Biological Sciences,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NeMO,{http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/},Injection at P: STR; Dissection at 12B,2019Q2,
CEMBA180419-1_Cf4B,mouse,NCBI:txid10090,CEMBA180327_C5;CEMBA180327_C6,,epigenomics,mC-seq;retrograde tracing,MOp,nuclei,95,Salk Institute for Biological Sciences,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NeMO,{http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/},Injection at P: STR; Dissection at 12B,2019Q2,
CEMBA180420-1_Cf11B,mouse,NCBI:txid10090,CEMBA180327_C5;CEMBA180327_C6,,epigenomics,mC-seq;retrograde tracing,VISp+VISI,nuclei,96,Salk Institute for Biological Sciences,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NeMO,{http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/},Injection at P: STR; Dissection at 12B,2019Q2,
CEMBA180420-1_Cf12B,mouse,NCBI:txid10090,CEMBA180327_C5;CEMBA180327_C6,,epigenomics,mC-seq;retrograde tracing,VISp+VISl+VISli,nuclei,96,Salk Institute for Biological Sciences,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NeMO,{http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/},Injection at P: STR; Dissection at 12B,2019Q2,
CEMBA180420-1_Cf6B,mouse,NCBI:txid10090,CEMBA180327_C5;CEMBA180327_C6,,epigenomics,mC-seq;retrograde tracing,SSp,nuclei,96,Salk Institute for Biological Sciences,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NeMO,{http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/},Injection at P: STR; Dissection at 12B,2019Q2,
CEMBA180420-1_Cf7B,mouse,NCBI:txid10090,CEMBA180327_C5;CEMBA180327_C6,,epigenomics,mC-seq;retrograde tracing,SSp,nuclei,96,Salk Institute for Biological Sciences,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NeMO,{http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/},Injection at P: STR; Dissection at 12B,2019Q2,
CEMBA180423-1_Vm10C,mouse,NCBI:txid10090,CEMBA180228_V1;CEMBA180228_V2,,epigenomics,mC-seq;retrograde tracing,AUDd+AUDpo+AUDp+AUDv,nuclei,96,Salk Institute for Biological Sciences,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NeMO,{http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/},Injection at P: STR; Dissection at 12B,2019Q2,
CEMBA180423-1_Vm9D,mouse,NCBI:txid10090,CEMBA180228_V1;CEMBA180228_V2,,epigenomics,mC-seq;retrograde tracing,AUDp+AUDv,nuclei,96,Salk Institute for Biological Sciences,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NeMO,{http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/},Injection at P: STR; Dissection at 12B,2019Q2,
CEMBA180424-1_Vf9D,mouse,NCBI:txid10090,CEMBA180228_V3;CEMBA180301_V4,,epigenomics,mC-seq;retrograde tracing,AUDp+AUDv,nuclei,96,Salk Institute for Biological Sciences,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NeMO,{http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/},Injection at P: STR; Dissection at 12B,2019Q2,
CEMBA180426-1_Vf10C,mouse,NCBI:txid10090,CEMBA180228_V3;CEMBA180301_V4,,epigenomics,mC-seq;retrograde tracing,AUDd+AUDpo+AUDp+AUDv,nuclei,96,Salk Institute for Biological Sciences,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NeMO,{http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/},Injection at P: STR; Dissection at 12B,2019Q2,
CEMBA180301-1_Cm10C,mouse,NCBI:txid10090,CEMBA180130_C1;CEMBA180130_C2,,epigenomics,mC-seq;retrograde tracing,AUDd+AUDpo+AUDp+AUDv,nuclei,96,Salk Institute for Biological Sciences,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NeMO,{http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/},Injection at P: STR; Dissection at 12B,2019Q2,
CEMBA180301-1_Cm9D,mouse,NCBI:txid10090,CEMBA180130_C1;CEMBA180130_C2,,epigenomics,mC-seq;retrograde tracing,AUDp+AUDv,nuclei,96,Salk Institute for Biological Sciences,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NeMO,{http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/},Injection at P: STR; Dissection at 12B,2019Q2,
CEMBA180305-1_Cm10A,mouse,NCBI:txid10090,CEMBA180130_C1;CEMBA180130_C2,,epigenomics,mC-seq;retrograde tracing,RSP,nuclei,96,Salk Institute for Biological Sciences,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NeMO,{http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/},Injection at P: STR; Dissection at 12B,2019Q2,
CEMBA180305-1_Cm9A,mouse,NCBI:txid10090,CEMBA180130_C1;CEMBA180130_C2,,epigenomics,mC-seq;retrograde tracing,RSP,nuclei,96,Salk Institute for Biological Sciences,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NeMO,{http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/},Injection at P: STR; Dissection at 12B,2019Q2,
CEMBA180306-1_Cm9B,mouse,NCBI:txid10090,CEMBA180130_C1;CEMBA180130_C2,,epigenomics,mC-seq;retrograde tracing,VISam+VISa+VISd,nuclei,192,Salk Institute for Biological Sciences,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NeMO,{http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/},Injection at P: STR; Dissection at 12B,2019Q2,
CEMBA180319-1_Bf9D,mouse,NCBI:txid10090,CEMBA180209_B5;CEMBA180216_B7,,epigenomics,mC-seq;retrograde tracing,AUDp+AUDv,nuclei,96,Salk Institute for Biological Sciences,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NeMO,{http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/},Injection at P: STR; Dissection at 12B,2019Q2,
CEMBA180320-1_Bf10C,mouse,NCBI:txid10090,CEMBA180209_B5;CEMBA180216_B7,,epigenomics,mC-seq;retrograde tracing,AUDd+AUDpo+AUDp+AUDv,nuclei,96,Salk Institute for Biological Sciences,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NeMO,{http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/},Injection at P: STR; Dissection at 12B,2019Q2,
CEMBA180320-1_Bf9B,mouse,NCBI:txid10090,CEMBA180209_B5;CEMBA180216_B7,,epigenomics,mC-seq;retrograde tracing,VISam+VISa+VISd,nuclei,190,Salk Institute for Biological Sciences,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NeMO,{http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/},Injection at P: STR; Dissection at 12B,2019Q2,
CEMBA180326-1_Bf10A,mouse,NCBI:txid10090,CEMBA180209_B5;CEMBA180216_B7,,epigenomics,mC-seq;retrograde tracing,RSP,nuclei,96,Salk Institute for Biological Sciences,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NeMO,{http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/},Injection at P: STR; Dissection at 12B,2019Q2,
CEMBA180326-1_Bf9A,mouse,NCBI:txid10090,CEMBA180209_B5;CEMBA180216_B7,,epigenomics,mC-seq;retrograde tracing,RSP,nuclei,96,Salk Institute for Biological Sciences,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NeMO,{http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/},Injection at P: STR; Dissection at 12B,2019Q2,
CEMBA180410-1_Rf11B,mouse,NCBI:txid10090,CEMBA180220_R3;CEMBA180220_R4,,epigenomics,mC-seq;retrograde tracing,VISp+VISI,nuclei,96,Salk Institute for Biological Sciences,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NeMO,{http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/},Injection at P: STR; Dissection at 12B,2019Q2,
CEMBA180417-1_Rm11B,mouse,NCBI:txid10090,CEMBA180219_R1;CEMBA180220_R2,,epigenomics,mC-seq;retrograde tracing,VISp+VISI,nuclei,96,Salk Institute for Biological Sciences,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NeMO,{http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/},Injection at P: STR; Dissection at 12B,2019Q2,
CEMBA180417-1_Rm12B,mouse,NCBI:txid10090,CEMBA180219_R1;CEMBA180220_R2,,epigenomics,mC-seq;retrograde tracing,VISp+VISl+VISli,nuclei,96,Salk Institute for Biological Sciences,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NeMO,{http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/},Injection at P: STR; Dissection at 12B,2019Q2,
CEMBA180419-1_Rf12B,mouse,NCBI:txid10090,CEMBA180220_R3;CEMBA180220_R4,,epigenomics,mC-seq;retrograde tracing,VISp+VISl+VISli,nuclei,96,Salk Institute for Biological Sciences,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NeMO,{http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/},Injection at P: STR; Dissection at 12B,2019Q2,
CEMBA180423-1_Rm10C,mouse,NCBI:txid10090,CEMBA180219_R1;CEMBA180220_R2,,epigenomics,mC-seq;retrograde tracing,AUDd+AUDpo+AUDp+AUDv,nuclei,96,Salk Institute for Biological Sciences,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NeMO,{http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/},Injection at P: STR; Dissection at 12B,2019Q2,
CEMBA180423-1_Rm9D,mouse,NCBI:txid10090,CEMBA180219_R1;CEMBA180220_R2,,epigenomics,mC-seq;retrograde tracing,AUDp+AUDv,nuclei,96,Salk Institute for Biological Sciences,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NeMO,{http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/},Injection at P: STR; Dissection at 12B,2019Q2,
CEMBA180424-1_Rf10C,mouse,NCBI:txid10090,CEMBA180220_R3;CEMBA180220_R4,,epigenomics,mC-seq;retrograde tracing,AUDd+AUDpo+AUDp+AUDv,nuclei,96,Salk Institute for Biological Sciences,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NeMO,{http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/},Injection at P: STR; Dissection at 12B,2019Q2,
CEMBA180424-1_Rf9D,mouse,NCBI:txid10090,CEMBA180220_R3;CEMBA180220_R4,,epigenomics,mC-seq;retrograde tracing,AUDp+AUDv,nuclei,96,Salk Institute for Biological Sciences,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NeMO,{http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/},Injection at P: STR; Dissection at 12B,2019Q2,
CEMBA180426-1_Cf10C,mouse,NCBI:txid10090,CEMBA180327_C5;CEMBA180327_C6,,epigenomics,mC-seq;retrograde tracing,AUDd+AUDpo+AUDp+AUDv,nuclei,96,Salk Institute for Biological Sciences,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NeMO,{http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/},Injection at P: STR; Dissection at 12B,2019Q2,
CEMBA180426-1_Cf9D,mouse,NCBI:txid10090,CEMBA180327_C5;CEMBA180327_C6,,epigenomics,mC-seq;retrograde tracing,AUDp+AUDv,nuclei,96,Salk Institute for Biological Sciences,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NeMO,{http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/},Injection at P: STR; Dissection at 12B,2019Q2,
CEMBA180430-1_Cf10A,mouse,NCBI:txid10090,CEMBA180327_C5;CEMBA180327_C6,,epigenomics,mC-seq;retrograde tracing,RSP,nuclei,96,Salk Institute for Biological Sciences,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NeMO,{http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/},Injection at P: STR; Dissection at 12B,2019Q2,
CEMBA180430-1_Cf9A,mouse,NCBI:txid10090,CEMBA180327_C5;CEMBA180327_C6,,epigenomics,mC-seq;retrograde tracing,RSP,nuclei,96,Salk Institute for Biological Sciences,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NeMO,{http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/},Injection at P: STR; Dissection at 12B,2019Q2,
CEMBA180430-1_Cf9B,mouse,NCBI:txid10090,CEMBA180327_C5;CEMBA180327_C6,,epigenomics,mC-seq;retrograde tracing,VISam+VISa+VISd,nuclei,192,Salk Institute for Biological Sciences,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NeMO,{http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/},Injection at P: STR; Dissection at 12B,2019Q2,
CEMBA180430-1_Rm9A,mouse,NCBI:txid10090,CEMBA180219_R1;CEMBA180220_R2,,epigenomics,mC-seq;retrograde tracing,RSP,nuclei,96,Salk Institute for Biological Sciences,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NeMO,{http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/},Injection at P: STR; Dissection at 12B,2019Q2,
CEMBA180501-1_Rf10A,mouse,NCBI:txid10090,CEMBA180220_R3;CEMBA180220_R4,,epigenomics,mC-seq;retrograde tracing,RSP,nuclei,96,Salk Institute for Biological Sciences,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NeMO,{http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/},Injection at P: STR; Dissection at 12B,2019Q2,
CEMBA180501-1_Rf9A,mouse,NCBI:txid10090,CEMBA180220_R3;CEMBA180220_R4,,epigenomics,mC-seq;retrograde tracing,RSP,nuclei,96,Salk Institute for Biological Sciences,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NeMO,{http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/},Injection at P: STR; Dissection at 12B,2019Q2,
CEMBA180501-1_Rm10A,mouse,NCBI:txid10090,CEMBA180219_R1;CEMBA180220_R2,,epigenomics,mC-seq;retrograde tracing,RSP,nuclei,96,Salk Institute for Biological Sciences,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NeMO,{http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/},Injection at P: STR; Dissection at 12B,2019Q2,
CEMBA180503-1_Vf10A,mouse,NCBI:txid10090,CEMBA180228_V3;CEMBA180301_V4,,epigenomics,mC-seq;retrograde tracing,RSP,nuclei,96,Salk Institute for Biological Sciences,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NeMO,{http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/},Injection at P: STR; Dissection at 12B,2019Q2,
CEMBA180503-1_Vf9A,mouse,NCBI:txid10090,CEMBA180228_V3;CEMBA180301_V4,,epigenomics,mC-seq;retrograde tracing,RSP,nuclei,96,Salk Institute for Biological Sciences,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NeMO,{http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/},Injection at P: STR; Dissection at 12B,2019Q2,
CEMBA180503-1_Vm10A,mouse,NCBI:txid10090,CEMBA180228_V1;CEMBA180228_V2,,epigenomics,mC-seq;retrograde tracing,RSP,nuclei,96,Salk Institute for Biological Sciences,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NeMO,{http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/},Injection at P: STR; Dissection at 12B,2019Q2,
CEMBA180503-1_Vm9A,mouse,NCBI:txid10090,CEMBA180228_V1;CEMBA180228_V2,,epigenomics,mC-seq;retrograde tracing,RSP,nuclei,96,Salk Institute for Biological Sciences,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NeMO,{http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/},Injection at P: STR; Dissection at 12B,2019Q2,
CEMBA180507-1_Rf9B,mouse,NCBI:txid10090,CEMBA180220_R3;CEMBA180220_R4,,epigenomics,mC-seq;retrograde tracing,VISam+VISa+VISd,nuclei,192,Salk Institute for Biological Sciences,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NeMO,{http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/},Injection at P: STR; Dissection at 12B,2019Q2,
CEMBA180507-1_Rm9B,mouse,NCBI:txid10090,CEMBA180219_R1;CEMBA180220_R2,,epigenomics,mC-seq;retrograde tracing,VISam+VISa+VISd,nuclei,192,Salk Institute for Biological Sciences,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NeMO,{http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/},Injection at P: STR; Dissection at 12B,2019Q2,
CEMBA180507-1_Vf9B,mouse,NCBI:txid10090,CEMBA180228_V3;CEMBA180301_V4,,epigenomics,mC-seq;retrograde tracing,VISam+VISa+VISd,nuclei,192,Salk Institute for Biological Sciences,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NeMO,{http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/},Injection at P: STR; Dissection at 12B,2019Q2,
CEMBA180507-1_Vm9B,mouse,NCBI:txid10090,CEMBA180228_V1;CEMBA180228_V2,,epigenomics,mC-seq;retrograde tracing,VISam+VISa+VISd,nuclei,192,Salk Institute for Biological Sciences,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NeMO,{http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/},Injection at P: STR; Dissection at 12B,2019Q2,
CEMBA180227-1_Cm3D,mouse,NCBI:txid10090,CEMBA180130_C1;CEMBA180130_C2,,epigenomics,mC-seq;retrograde tracing,AI,nuclei,192,Salk Institute for Biological Sciences,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NeMO,{http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/},Injection at P: STR; Dissection at 12B,2019Q2,
