Sample ID,Species (CV),Species NCBI Taxonomy ID,Donor id,Genotype,Modality  (CV),Technique  (CV),CORRECTED Anatomical Structure,Subspecimen Type (CV),Total Processed Subspecimens,Organization (CV),Investigator,Grant Number (CV),R24 Name (CV),R24 link,Metadata Submission,Data Collection (CV),Project (CV)
SW190830-02A,mouse,NCBI:txid10090,SW190830-02A,wt/wt,connectivity,cre-dependent anterograde tracing,ACAv:VAL:PF,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,BIL,http://download.brainimagelibrary.org/biccn/dong/anterograde/triple/,2019Q4,dong_antero,dong_antero_proj
SW190916-02A,mouse,NCBI:txid10090,SW190916-02A,wt/wt,connectivity,cre-dependent anterograde tracing,MPO:PA:VMHc,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,BIL,http://download.brainimagelibrary.org/biccn/dong/anterograde/triple/,2019Q4,dong_antero,dong_antero_proj
SW190916-03A,mouse,NCBI:txid10090,SW190916-03A,wt/wt,connectivity,cre-dependent anterograde tracing,AONl:BLAv:ACB,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,BIL,http://download.brainimagelibrary.org/biccn/dong/anterograde/triple/,2019Q4,dong_antero,dong_antero_proj
SW191003-04A,mouse,NCBI:txid10090,SW191003-04A,wt/wt,connectivity,cre-dependent anterograde tracing,AUDv;DP;,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,BIL,http://download.brainimagelibrary.org/biccn/dong/anterograde/triple/,2020Q1,dong_antero,dong_antero_proj
SW191004-07A,mouse,NCBI:txid10090,SW191004-07A,wt/wt,connectivity,cre-dependent anterograde tracing,ACBm;SNc,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,BIL,http://download.brainimagelibrary.org/biccn/dong/anterograde/triple/,2020Q1,dong_antero,dong_antero_proj
SW191004-08A,mouse,NCBI:txid10090,SW191004-08A,wt/wt,connectivity,cre-dependent anterograde tracing,ACB:SNc,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,BIL,http://download.brainimagelibrary.org/biccn/dong/anterograde/triple/,2019Q4,dong_antero,dong_antero_proj
SW191004-09A,mouse,NCBI:txid10090,SW191004-09A,wt/wt,connectivity,cre-dependent anterograde tracing,ACB:SNc,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,BIL,http://download.brainimagelibrary.org/biccn/dong/anterograde/triple/,2019Q4,dong_antero,dong_antero_proj
SW191016-02A,mouse,NCBI:txid10090,SW191016-02A,wt/wt,connectivity,cre-dependent anterograde tracing,SUMl;DP;LSr,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,BIL,http://download.brainimagelibrary.org/biccn/dong/anterograde/triple/,2020Q1,dong_antero,dong_antero_proj
SW191024-09A,mouse,NCBI:txid10090,SW191024-09A,wt/wt,connectivity,cre-dependent anterograde tracing,RT;MOp;SSp,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,BIL,http://download.brainimagelibrary.org/biccn/dong/anterograde/triple/,2020Q1,dong_antero,dong_antero_proj
SW170711-02A,mouse,NCBI:txid10090,SW170711-02A,wt/wt,connectivity,retrograde tracing,,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,2018Q3,dong_retro,dong_retro_proj
SW170711-03B,mouse,NCBI:txid10090,SW170711-03B,wt/wt,connectivity,retrograde tracing,,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,2018Q3,dong_retro,dong_retro_proj
SW170711-04A,mouse,NCBI:txid10090,SW170711-04A,wt/wt,connectivity,retrograde tracing,,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,2018Q3,dong_retro,dong_retro_proj
SW170711-05A,mouse,NCBI:txid10090,SW170711-05A,wt/wt,connectivity,retrograde tracing,,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,2018Q3,dong_retro,dong_retro_proj
SW170811-01A,mouse,NCBI:txid10090,SW170811-01A,wt/wt,connectivity,retrograde tracing,,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,2018Q3,dong_retro,dong_retro_proj
SW170811-02A,mouse,NCBI:txid10090,SW170811-02A,wt/wt,connectivity,retrograde tracing,,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,2018Q3,dong_retro,dong_retro_proj
SW170911-01A,mouse,NCBI:txid10090,SW170911-01A,wt/wt,connectivity,retrograde tracing,,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,2018Q3,dong_retro,dong_retro_proj
SW170911-02A,mouse,NCBI:txid10090,SW170911-02A,wt/wt,connectivity,retrograde tracing,,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,2018Q3,dong_retro,dong_retro_proj
SW170928-04A,mouse,NCBI:txid10090,SW170928-04A,wt/wt,connectivity,retrograde tracing,RE:RSPv:SC,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,2019Q1,dong_retro,dong_retro_proj
SW171016-01A,mouse,NCBI:txid10090,SW171016-01A,wt/wt,connectivity,retrograde tracing,AD:AV:AM,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,2019Q1,dong_retro,dong_retro_proj
SW171016-02A,mouse,NCBI:txid10090,SW171016-02A,wt/wt,connectivity,retrograde tracing,dhc:AV:AD,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,2019Q1,dong_retro,dong_retro_proj
SW171116-01A,mouse,NCBI:txid10090,SW171116-01A,wt/wt,connectivity,retrograde tracing,,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/triple/,2018Q3,dong_retro,dong_retro_proj
SW171116-02A,mouse,NCBI:txid10090,SW171116-02A,wt/wt,connectivity,retrograde tracing,,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/triple/,2018Q3,dong_retro,dong_retro_proj
SW171116-03A,mouse,NCBI:txid10090,SW171116-03A,wt/wt,connectivity,retrograde tracing,,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/triple/,2018Q3,dong_retro,dong_retro_proj
SW171116-04A,mouse,NCBI:txid10090,SW171116-04A,wt/wt,connectivity,retrograde tracing,,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/triple/,2018Q3,dong_retro,dong_retro_proj
SW171117-01A,mouse,NCBI:txid10090,SW171117-01A,wt/wt,connectivity,retrograde tracing,,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,2018Q3,dong_retro,dong_retro_proj
SW171117-02A,mouse,NCBI:txid10090,SW171117-02A,wt/wt,connectivity,retrograde tracing,,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,2018Q3,dong_retro,dong_retro_proj
SW171117-03A,mouse,NCBI:txid10090,SW171117-03A,wt/wt,connectivity,retrograde tracing,,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,2018Q3,dong_retro,dong_retro_proj
SW171117-04A,mouse,NCBI:txid10090,SW171117-04A,wt/wt,connectivity,retrograde tracing,,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,2018Q3,dong_retro,dong_retro_proj
SW171205-01A,mouse,NCBI:txid10090,SW171205-01A,wt/wt,connectivity,retrograde tracing,,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,2018Q3,dong_retro,dong_retro_proj
SW171205-02A,mouse,NCBI:txid10090,SW171205-02A,wt/wt,connectivity,retrograde tracing,,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/triple/,2018Q3,dong_retro,dong_retro_proj
SW171221-01A,mouse,NCBI:txid10090,SW171221-01A,wt/wt,connectivity,retrograde tracing,,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,2018Q3,dong_retro,dong_retro_proj
SW171221-02A,mouse,NCBI:txid10090,SW171221-02A,wt/wt,connectivity,retrograde tracing,,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,2018Q3,dong_retro,dong_retro_proj
SW171221-03A,mouse,NCBI:txid10090,SW171221-03A,wt/wt,connectivity,retrograde tracing,,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,2018Q3,dong_retro,dong_retro_proj
SW171221-04A,mouse,NCBI:txid10090,SW171221-04A,wt/wt,connectivity,retrograde tracing,CP:SSp-ul:SSp-bfd:SSs,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,2018Q3,dong_retro,dong_retro_proj
SW180131-01A,mouse,NCBI:txid10090,SW180131-01A,wt/wt,connectivity,retrograde tracing,PPN:fail:V:PRNc,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,2019Q1,dong_retro,dong_retro_proj
SW180131-02A,mouse,NCBI:txid10090,SW180131-02A,wt/wt,connectivity,retrograde tracing,PPN:PB:SUT;PRNc:PARN,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,2019Q1,dong_retro,dong_retro_proj
SW180201-01A,mouse,NCBI:txid10090,SW180201-01A,wt/wt,connectivity,retrograde tracing,ICe:V:ISN:VM,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,2019Q1,dong_retro,dong_retro_proj
SW180201-02A,mouse,NCBI:txid10090,SW180201-02A,wt/wt,connectivity,retrograde tracing,CUN:fail:PARN;LRN:XII,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,2019Q1,dong_retro,dong_retro_proj
SW180329-01A,mouse,NCBI:txid10090,SW180329-01A,wt/wt,connectivity,retrograde tracing,SSp:CP:SSs:MOs,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,2019Q1,dong_retro,dong_retro_proj
SW180517-04A,mouse,NCBI:txid10090,SW180517-04A,wt/wt,connectivity,retrograde tracing,SSp-ul:SSp-ll:SSp-ul:SSp-bfd,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,2019Q1,dong_retro,dong_retro_proj
SW180611-01A,mouse,NCBI:txid10090,SW180611-01A,wt/wt,connectivity,retrograde tracing,CP,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,2019Q1,dong_retro,dong_retro_proj
SW180612-02A,mouse,NCBI:txid10090,SW180612-02A,wt/wt,connectivity,retrograde tracing,ORBl:PTLp:VISam:LH,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,2019Q1,dong_retro,dong_retro_proj
SW180621-02A,mouse,NCBI:txid10090,SW180621-02A,wt/wt,connectivity,retrograde tracing,ORBl:MOs:CP:SMT,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,2019Q1,dong_retro,dong_retro_proj
SW180621-03A,mouse,NCBI:txid10090,SW180621-03A,wt/wt,connectivity,retrograde tracing,CM:LPO:ACAd:ACAd,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,2019Q1,dong_retro,dong_retro_proj
SW180628-01A,mouse,NCBI:txid10090,SW180628-01A,wt/wt,connectivity,retrograde tracing,PRNc:PRNc:CEAm,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,2019Q1,dong_retro,dong_retro_proj
SW180716-02A,mouse,NCBI:txid10090,SW180716-02A,wt/wt,connectivity,retrograde tracing,TTd:NDB:NDB:LPO,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,2019Q1,dong_retro,dong_retro_proj
SW180716-03A,mouse,NCBI:txid10090,SW180716-03A,wt/wt,connectivity,retrograde tracing,RE:MDm:SMT:fail,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,2019Q1,dong_retro,dong_retro_proj
SW180716-04A,mouse,NCBI:txid10090,SW180716-04A,wt/wt,connectivity,retrograde tracing,RE:MDm:SMT:TTd,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,2019Q1,dong_retro,dong_retro_proj
SW180725-02A,mouse,NCBI:txid10090,SW180725-02A,wt/wt,connectivity,retrograde tracing,LHA:VM:AMv:VM,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,2019Q1,dong_retro,dong_retro_proj
SW180725-03A,mouse,NCBI:txid10090,SW180725-03A,wt/wt,connectivity,retrograde tracing,VTA:PB:NDB:MA,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,2019Q1,dong_retro,dong_retro_proj
SW180727-01A,mouse,NCBI:txid10090,SW180727-01A,wt/wt,connectivity,retrograde tracing,ORBm:PL:DP;ILA:ACAd;PL,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,2019Q1,dong_retro,dong_retro_proj
SW180925-01A,mouse,NCBI:txid10090,SW180925-01A,wt/wt,connectivity,retrograde tracing,LSc:LSc:BSTal:AAA,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,2019Q1,dong_retro,dong_retro_proj
SW180925-02A,mouse,NCBI:txid10090,SW180925-02A,wt/wt,connectivity,retrograde tracing,cc:LSc:BSTfu:AAA,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,2019Q1,dong_retro,dong_retro_proj
SW180925-03A,mouse,NCBI:txid10090,SW180925-03A,wt/wt,connectivity,retrograde tracing,VISam:CA1:fp:BSTov,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,2019Q1,dong_retro,dong_retro_proj
SW180925-04A,mouse,NCBI:txid10090,SW180925-04A,wt/wt,connectivity,retrograde tracing,CA1:CA1:SSp:BSTov,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,2019Q1,dong_retro,dong_retro_proj
SW180926-01A,mouse,NCBI:txid10090,SW180926-01A,wt/wt,connectivity,retrograde tracing,PL:CP:CP:MEAad,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,2019Q1,dong_retro,dong_retro_proj
SW180926-03A,mouse,NCBI:txid10090,SW180926-03A,wt/wt,connectivity,retrograde tracing,OT:OT:BSTov:NLOT,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,2019Q1,dong_retro,dong_retro_proj
SW180927-01A,mouse,NCBI:txid10090,SW180927-01A,wt/wt,connectivity,retrograde tracing,MRN:CP:ZI:SCs;SCm,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,2019Q1,dong_retro,dong_retro_proj
SW181026-01A,mouse,NCBI:txid10090,SW181026-01A,wt/wt,connectivity,retrograde tracing,,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,2019Q3,dong_retro,dong_retro_proj
SW181030-03A,mouse,NCBI:txid10090,SW181030-03A,wt/wt,connectivity,retrograde tracing,,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,2019Q3,dong_retro,dong_retro_proj
SW181031-01A,mouse,NCBI:txid10090,SW181031-01A,wt/wt,connectivity,retrograde tracing,,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,2019Q3,dong_retro,dong_retro_proj
SW181105-01A,mouse,NCBI:txid10090,SW181105-01A,wt/wt,connectivity,retrograde tracing,MOp:SSP:SSp:MOp,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,2019Q1,dong_retro,dong_retro_proj
SW181105-02A,mouse,NCBI:txid10090,SW181105-02A,wt/wt,connectivity,retrograde tracing,MOp:SSP:SSp:MOp,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,2019Q1,dong_retro,dong_retro_proj
SW181105-03A,mouse,NCBI:txid10090,SW181105-03A,wt/wt,connectivity,retrograde tracing,SSp:SSp:SSp:SSp,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,2019Q1,dong_retro,dong_retro_proj
SW181116-03A,mouse,NCBI:txid10090,SW181116-03A,wt/wt,connectivity,retrograde tracing,POST:SUBd:SUBd,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,2019Q1,dong_retro,dong_retro_proj
SW181130-01A,mouse,NCBI:txid10090,SW181130-01A,wt/wt,connectivity,retrograde tracing,MOp:ACB:SSs:CEAc,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,2019Q1,dong_retro,dong_retro_proj
SW181130-02A,mouse,NCBI:txid10090,SW181130-02A,wt/wt,connectivity,retrograde tracing,PBmm:LAV:CM:fail,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,2019Q1,dong_retro,dong_retro_proj
SW190115-03A,mouse,NCBI:txid10090,SW190115-03A,wt/wt,connectivity,retrograde tracing,fail;SUT;PBmm;PBle;PBld;NLLd,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,2020Q1,dong_retro,dong_retro_proj
SW190115-04B,mouse,NCBI:txid10090,SW190115-04B,wt/wt,connectivity,retrograde tracing,PSV;V;PBmm;LDT;,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,2020Q1,dong_retro,dong_retro_proj
SW190117-01A,mouse,NCBI:txid10090,SW190117-01A,wt/wt,connectivity,retrograde tracing,POR;V;VII;PSV,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,2020Q1,dong_retro,dong_retro_proj
SW190205-02A,mouse,NCBI:txid10090,SW190205-02A,wt/wt,connectivity,retrograde tracing,PRNc;fail;LAV;SUV;GRN,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,2020Q1,dong_retro,dong_retro_proj
SW190207-03A,mouse,NCBI:txid10090,SW190207-03A,wt/wt,connectivity,retrograde tracing,,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,2019Q4,dong_retro,dong_retro_proj
SW190207-04A,mouse,NCBI:txid10090,SW190207-04A,wt/wt,connectivity,retrograde tracing,,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,2019Q3,dong_retro,dong_retro_proj
SW190328-01A,mouse,NCBI:txid10090,SW190328-01A,wt/wt,connectivity,retrograde tracing,RSPv;MM;AV;VAL;RE;VM,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,2020Q1,dong_retro,dong_retro_proj
