sample_id,sample_type,donor_id,legacy_id,Organism Type (CV),Organism NCBI Taxonomy ID,Transgenic Line Information,experiment_id,sample_id,modality,method,technique,modality.method.technique,Anatomical Structure (CV),Total Processed Cells,Organization (CV),organization,team_name,investigator,grant_number,data_archive,Public R24 directory,Public R24 file path,file_location,Desired ID,,BIL legacy.ID,legacy_id,legacy_modality,legacy_method,legacy_technique,Release,,,,,,,
4369_INS,,,4369_INS,human,NCBI:txid9606,,,,transcriptomics,snRNA-seq,10x Chromium 3' v2 sequencing,transcriptomics.snRNA-seq.10x Chromium 3' v2 sequencing,Insular cortex,2181,University of California San Francisco,,U01 Kriegstein,Arnold Kriegstein,1-U01-MH114825-01,NeMO,,,sncell,,,,"Sequencing_technology: 'Illumina, NovaSeq6000';Donor_ID: 4369;Donor_Age(unit):0.15(years);Donor_Lifestage:'postnatal';Library_Construction_Method:'10X v2'",,,Drop-Seq(10x),Q4 2018,,,,,,,
5936_PFC,,,5936_PFC,human,NCBI:txid9606,,,,transcriptomics,snRNA-seq,10x Chromium 3' v2 sequencing,transcriptomics.snRNA-seq.10x Chromium 3' v2 sequencing,Prefrontal cortex,2199,University of California San Francisco,,U01 Kriegstein,Arnold Kriegstein,1-U01-MH114825-01,NeMO,,,sncell,,,,"Sequencing_technology: 'Illumina, HiSeq2500';Donor_ID: 5936;Donor_Age(unit):14(years);Donor_Lifestage:'postnatal';Library_Construction_Method:'10X v2'",,,Drop-Seq(10x),Q4 2018,,,,,,,
GW20_MGE,,,GW20_MGE,human,NCBI:txid9606,,,,transcriptomics,scRNA-seq,10x Chromium 3' v2 sequencing,transcriptomics.scRNA-seq.10x Chromium 3' v2 sequencing,MGE,2199,University of California San Francisco,,U01 Kriegstein,Arnold Kriegstein,1-U01-MH114825-01,NeMO,,,,,,,"Sequencing_technology: 'Illumina, HiSeq2500';Donor_ID: GW20;Donor_Age(unit):20(gestational weeks);Donor_Lifestage:'prenatal';Library_Construction_Method:'10X v2'",,,Drop-Seq(10x),Q4 2018,,,,,,,
4369_BA24,,,4369_BA24,human,NCBI:txid9606,,,,transcriptomics,snRNA-seq,10x Chromium 3' v2 sequencing,transcriptomics.snRNA-seq.10x Chromium 3' v2 sequencing,Brodmann area 24,2216,University of California San Francisco,,U01 Kriegstein,Arnold Kriegstein,1-U01-MH114825-01,NeMO,,,sncell,,,,"Sequencing_technology: 'Illumina, NovaSeq6000';Donor_ID: 4369;Donor_Age(unit):0.15(years);Donor_Lifestage:'postnatal';Library_Construction_Method:'10X v2'",,,Drop-Seq(10x),Q4 2018,,,,,,,
5408_PFC,,,5408_PFC,human,NCBI:txid9606,,,,transcriptomics,snRNA-seq,10x Chromium 3' v2 sequencing,transcriptomics.snRNA-seq.10x Chromium 3' v2 sequencing,Prefrontal cortex,2322,University of California San Francisco,,U01 Kriegstein,Arnold Kriegstein,1-U01-MH114825-01,NeMO,,,sncell,,,,"Sequencing_technology: 'Illumina, HiSeq2500';Donor_ID: 5408;Donor_Age(unit):6(years);Donor_Lifestage:'postnatal';Library_Construction_Method:'10X v2'",,,Drop-Seq(10x),Q4 2018,,,,,,,
5958_BA9,,,5958_BA9,human,NCBI:txid9606,,,,transcriptomics,snRNA-seq,10x Chromium 3' v2 sequencing,transcriptomics.snRNA-seq.10x Chromium 3' v2 sequencing,Prefrontal cortex,2323,University of California San Francisco,,U01 Kriegstein,Arnold Kriegstein,1-U01-MH114825-01,NeMO,,,sncell,,,,"Sequencing_technology: 'Illumina, NovaSeq6000';Donor_ID: 5958;Donor_Age(unit):22(years);Donor_Lifestage:'postnatal';Library_Construction_Method:'10X v2'",,,Drop-Seq(10x),Q4 2018,,,,,,,
4426_BA24,,,4426_BA24,human,NCBI:txid9606,,,,transcriptomics,snRNA-seq,10x Chromium 3' v2 sequencing,transcriptomics.snRNA-seq.10x Chromium 3' v2 sequencing,Brodmann area 24,2376,University of California San Francisco,,U01 Kriegstein,Arnold Kriegstein,1-U01-MH114825-01,NeMO,,,sncell,,,,"Sequencing_technology: 'Illumina, NovaSeq6000';Donor_ID: 4426;Donor_Age(unit):2(years);Donor_Lifestage:'postnatal';Library_Construction_Method:'10X v2'",,,Drop-Seq(10x),Q4 2018,,,,,,,
1547_BA24,,,1547_BA24,human,NCBI:txid9606,,,,transcriptomics,snRNA-seq,10x Chromium 3' v2 sequencing,transcriptomics.snRNA-seq.10x Chromium 3' v2 sequencing,Brodmann area 24,2387,University of California San Francisco,,U01 Kriegstein,Arnold Kriegstein,1-U01-MH114825-01,NeMO,,,sncell,,,,"Sequencing_technology: 'Illumina, NovaSeq6000';Donor_ID: 1547;Donor_Age(unit):2.7(years);Donor_Lifestage:'postnatal';Library_Construction_Method:'10X v2'",,,Drop-Seq(10x),Q4 2018,,,,,,,
5608_BA24,,,5608_BA24,human,NCBI:txid9606,,,,transcriptomics,snRNA-seq,10x Chromium 3' v2 sequencing,transcriptomics.snRNA-seq.10x Chromium 3' v2 sequencing,Brodmann area 24,2501,University of California San Francisco,,U01 Kriegstein,Arnold Kriegstein,1-U01-MH114825-01,NeMO,,,sncell,,,,"Sequencing_technology: 'Illumina, NovaSeq6000';Donor_ID: 5608;Donor_Age(unit):3.5(years);Donor_Lifestage:'postnatal';Library_Construction_Method:'10X v2'",,,Drop-Seq(10x),Q4 2018,,,,,,,
CS15_optic_cup,,,CS15_optic_cup,human,NCBI:txid9606,,,,transcriptomics,scRNA-seq,10x Chromium 3' v2 sequencing,transcriptomics.scRNA-seq.10x Chromium 3' v2 sequencing,optic cup,2748,University of California San Francisco,,U01 Kriegstein,Arnold Kriegstein,1-U01-MH114825-01,NeMO,,,,,,,"Sequencing_technology: 'Illumina, HiSeq2500';Donor_ID: CS15;Donor_Age(unit):15(carnegie stage);Donor_Lifestage:'prenatal';Library_Construction_Method:'10X v2'",,,Drop-Seq(10x),Q4 2018,,,,,,,
CS13_optic_vesicle,,,CS13_optic_vesicle,human,NCBI:txid9606,,,,transcriptomics,scRNA-seq,10x Chromium 3' v2 sequencing,transcriptomics.scRNA-seq.10x Chromium 3' v2 sequencing,optic cup,2775,University of California San Francisco,,U01 Kriegstein,Arnold Kriegstein,1-U01-MH114825-01,NeMO,,,,,,,"Sequencing_technology: 'Illumina, NovaSeq6000';Donor_ID: CS13;Donor_Age(unit):13(carnegie stage);Donor_Lifestage:'prenatal';Library_Construction_Method:'10X v2'",,,Drop-Seq(10x),Q4 2018,,,,,,,
SM6-C19,,,SM6-C19,human,NCBI:txid9606,,,,transcriptomics,snRNA-seq,10x Chromium 3' v2 sequencing,transcriptomics.snRNA-seq.10x Chromium 3' v2 sequencing,Cortex,2858,University of California San Francisco,,U01 Kriegstein,Arnold Kriegstein,1-U01-MH114825-01,NeMO,,,sncell,,,,"Sequencing_technology: 'Illumina, NovaSeq6000';Donor_ID: SM6-C19;Donor_Age(unit):19(gestational weeks);Donor_Lifestage:'prenatal';Library_Construction_Method:'10X v2'",,,Drop-Seq(10x),Q4 2018,,,,,,,
4350_BA24,,,4350_BA24,human,NCBI:txid9606,,,,transcriptomics,snRNA-seq,10x Chromium 3' v2 sequencing,transcriptomics.snRNA-seq.10x Chromium 3' v2 sequencing,Brodmann area 24,2968,University of California San Francisco,,U01 Kriegstein,Arnold Kriegstein,1-U01-MH114825-01,NeMO,,,sncell,,,,"Sequencing_technology: 'Illumina, NovaSeq6000';Donor_ID: 4350;Donor_Age(unit):0.5(years);Donor_Lifestage:'postnatal';Library_Construction_Method:'10X v2'",,,Drop-Seq(10x),Q4 2018,,,,,,,
SM12-C20,,,SM12-C20,human,NCBI:txid9606,,,,transcriptomics,snRNA-seq,10x Chromium 3' v2 sequencing,transcriptomics.snRNA-seq.10x Chromium 3' v2 sequencing,Cortex,3004,University of California San Francisco,,U01 Kriegstein,Arnold Kriegstein,1-U01-MH114825-01,NeMO,,,sncell,,,,"Sequencing_technology: 'Illumina, NovaSeq6000';Donor_ID: SM12-C20;Donor_Age(unit):20(gestational weeks);Donor_Lifestage:'prenatal';Library_Construction_Method:'10X v2'",,,Drop-Seq(10x),Q4 2018,,,,,,,
GW22T_hypo,,,GW22T_hypo,human,NCBI:txid9606,,,,transcriptomics,scRNA-seq,10x Chromium 3' v2 sequencing,transcriptomics.scRNA-seq.10x Chromium 3' v2 sequencing,hypothalamus,3071,University of California San Francisco,,U01 Kriegstein,Arnold Kriegstein,1-U01-MH114825-01,NeMO,,,,,,,"Sequencing_technology: 'Illumina, HiSeq2500';Donor_ID: GW22T;Donor_Age(unit):22(gestational weeks);Donor_Lifestage:'prenatal';Library_Construction_Method:'10X v2'",,,Drop-Seq(10x),Q4 2018,,,,,,,
5893_BA9,,,5893_BA9,human,NCBI:txid9606,,,,transcriptomics,snRNA-seq,10x Chromium 3' v2 sequencing,transcriptomics.snRNA-seq.10x Chromium 3' v2 sequencing,Prefrontal cortex,3079,University of California San Francisco,,U01 Kriegstein,Arnold Kriegstein,1-U01-MH114825-01,NeMO,,,sncell,,,,"Sequencing_technology: 'Illumina, NovaSeq6000';Donor_ID: 5893;Donor_Age(unit):19(years);Donor_Lifestage:'postnatal';Library_Construction_Method:'10X v2'",,,Drop-Seq(10x),Q4 2018,,,,,,,
4396_INS,,,4396_INS,human,NCBI:txid9606,,,,transcriptomics,snRNA-seq,10x Chromium 3' v2 sequencing,transcriptomics.snRNA-seq.10x Chromium 3' v2 sequencing,Insular cortex,3154,University of California San Francisco,,U01 Kriegstein,Arnold Kriegstein,1-U01-MH114825-01,NeMO,,,sncell,,,,"Sequencing_technology: 'Illumina, NovaSeq6000';Donor_ID: 4396;Donor_Age(unit):0.15(years);Donor_Lifestage:'postnatal';Library_Construction_Method:'10X v2'",,,Drop-Seq(10x),Q4 2018,,,,,,,
5958_BA24,,,5958_BA24,human,NCBI:txid9606,,,,transcriptomics,snRNA-seq,10x Chromium 3' v2 sequencing,transcriptomics.snRNA-seq.10x Chromium 3' v2 sequencing,Brodmann area 24,3154,University of California San Francisco,,U01 Kriegstein,Arnold Kriegstein,1-U01-MH114825-01,NeMO,,,sncell,,,,"Sequencing_technology: 'Illumina, NovaSeq6000';Donor_ID: 5958;Donor_Age(unit):22(years);Donor_Lifestage:'postnatal';Library_Construction_Method:'10X v2'",,,Drop-Seq(10x),Q4 2018,,,,,,,
5538_PFC,,,5538_PFC,human,NCBI:txid9606,,,,transcriptomics,snRNA-seq,10x Chromium 3' v2 sequencing,transcriptomics.snRNA-seq.10x Chromium 3' v2 sequencing,Prefrontal cortex,3156,University of California San Francisco,,U01 Kriegstein,Arnold Kriegstein,1-U01-MH114825-01,NeMO,,,sncell,,,,"Sequencing_technology: 'Illumina, HiSeq2500';Donor_ID: 5538;Donor_Age(unit):19(years);Donor_Lifestage:'postnatal';Library_Construction_Method:'10X v2'",,,Drop-Seq(10x),Q4 2018,,,,,,,
5893_BA24,,,5893_BA24,human,NCBI:txid9606,,,,transcriptomics,snRNA-seq,10x Chromium 3' v2 sequencing,transcriptomics.snRNA-seq.10x Chromium 3' v2 sequencing,Brodmann area 24,3188,University of California San Francisco,,U01 Kriegstein,Arnold Kriegstein,1-U01-MH114825-01,NeMO,,,sncell,,,,"Sequencing_technology: 'Illumina, NovaSeq6000';Donor_ID: 5893;Donor_Age(unit):19(years);Donor_Lifestage:'postnatal';Library_Construction_Method:'10X v2'",,,Drop-Seq(10x),Q4 2018,,,,,,,
CS22_GE,,,CS22_GE,human,NCBI:txid9606,,,,transcriptomics,scRNA-seq,10x Chromium 3' v2 sequencing,transcriptomics.scRNA-seq.10x Chromium 3' v2 sequencing,striatum,3227,University of California San Francisco,,U01 Kriegstein,Arnold Kriegstein,1-U01-MH114825-01,NeMO,,,,,,,"Sequencing_technology: 'Illumina, HiSeq2500';Donor_ID: CS22;Donor_Age(unit):22(carnegie stage);Donor_Lifestage:'prenatal';Library_Construction_Method:'10X v2'",,,Drop-Seq(10x),Q4 2018,,,,,,,
GW19_hypothalamus,,,GW19_hypothalamus,human,NCBI:txid9606,,,,transcriptomics,scRNA-seq,10x Chromium 3' v2 sequencing,transcriptomics.scRNA-seq.10x Chromium 3' v2 sequencing,hypothalamus,3258,University of California San Francisco,,U01 Kriegstein,Arnold Kriegstein,1-U01-MH114825-01,NeMO,,,,,,,"Sequencing_technology: 'Illumina, HiSeq2500';Donor_ID: GW19;Donor_Age(unit):19(gestational weeks);Donor_Lifestage:'prenatal';Library_Construction_Method:'10X v2'",,,Drop-Seq(10x),Q4 2018,,,,,,,
CS15_forebrain,,,CS15_forebrain,human,NCBI:txid9606,,,,transcriptomics,scRNA-seq,10x Chromium 3' v2 sequencing,transcriptomics.scRNA-seq.10x Chromium 3' v2 sequencing,forebrain (prosencephalon),3268,University of California San Francisco,,U01 Kriegstein,Arnold Kriegstein,1-U01-MH114825-01,NeMO,,,,,,,"Sequencing_technology: 'Illumina, HiSeq2500';Donor_ID: CS15;Donor_Age(unit):15(carnegie stage);Donor_Lifestage:'prenatal';Library_Construction_Method:'10X v2'",,,Drop-Seq(10x),Q4 2018,,,,,,,
A15-44Cing,,,A15-44Cing,human,NCBI:txid9606,,,,transcriptomics,snRNA-seq,10x Chromium 3' v2 sequencing,transcriptomics.snRNA-seq.10x Chromium 3' v2 sequencing,Cingulate cortex,3304,University of California San Francisco,,U01 Kriegstein,Arnold Kriegstein,1-U01-MH114825-01,NeMO,,,sncell,,,,"Sequencing_technology: 'Illumina, NovaSeq6000';Donor_ID: A15-44;Donor_Age(unit):0(years);Donor_Lifestage:'postnatal';Library_Construction_Method:'10X v2'",,,Drop-Seq(10x),Q4 2018,,,,,,,
5242_BA24,,,5242_BA24,human,NCBI:txid9606,,,,transcriptomics,snRNA-seq,10x Chromium 3' v2 sequencing,transcriptomics.snRNA-seq.10x Chromium 3' v2 sequencing,Brodmann area 24,3434,University of California San Francisco,,U01 Kriegstein,Arnold Kriegstein,1-U01-MH114825-01,NeMO,,,sncell,,,,"Sequencing_technology: 'Illumina, HiSeq2500';Donor_ID: 5242;Donor_Age(unit):15(years);Donor_Lifestage:'postnatal';Library_Construction_Method:'10X v2'",,,Drop-Seq(10x),Q4 2018,,,,,,,
5391_BA24,,,5391_BA24,human,NCBI:txid9606,,,,transcriptomics,snRNA-seq,10x Chromium 3' v2 sequencing,transcriptomics.snRNA-seq.10x Chromium 3' v2 sequencing,Brodmann area 24,3511,University of California San Francisco,,U01 Kriegstein,Arnold Kriegstein,1-U01-MH114825-01,NeMO,,,sncell,,,,"Sequencing_technology: 'Illumina, HiSeq2500';Donor_ID: 5391;Donor_Age(unit):8(years);Donor_Lifestage:'postnatal';Library_Construction_Method:'10X v2'",,,Drop-Seq(10x),Q4 2018,,,,,,,
GW19_thalamus,,,GW19_thalamus,human,NCBI:txid9606,,,,transcriptomics,scRNA-seq,10x Chromium 3' v2 sequencing,transcriptomics.scRNA-seq.10x Chromium 3' v2 sequencing,thalamus,3514,University of California San Francisco,,U01 Kriegstein,Arnold Kriegstein,1-U01-MH114825-01,NeMO,,,,,,,"Sequencing_technology: 'Illumina, HiSeq2500';Donor_ID: GW19;Donor_Age(unit):19(gestational weeks);Donor_Lifestage:'prenatal';Library_Construction_Method:'10X v2'",,,Drop-Seq(10x),Q4 2018,,,,,,,
5893_PFC,,,5893_PFC,human,NCBI:txid9606,,,,transcriptomics,snRNA-seq,10x Chromium 3' v2 sequencing,transcriptomics.snRNA-seq.10x Chromium 3' v2 sequencing,Prefrontal cortex,3595,University of California San Francisco,,U01 Kriegstein,Arnold Kriegstein,1-U01-MH114825-01,NeMO,,,sncell,,,,"Sequencing_technology: 'Illumina, HiSeq2500';Donor_ID: 5893;Donor_Age(unit):19(years);Donor_Lifestage:'postnatal';Library_Construction_Method:'10X v2'",,,Drop-Seq(10x),Q4 2018,,,,,,,
4389_BA9,,,4389_BA9,human,NCBI:txid9606,,,,transcriptomics,snRNA-seq,10x Chromium 3' v2 sequencing,transcriptomics.snRNA-seq.10x Chromium 3' v2 sequencing,Prefrontal cortex,3705,University of California San Francisco,,U01 Kriegstein,Arnold Kriegstein,1-U01-MH114825-01,NeMO,,,sncell,,,,"Sequencing_technology: 'Illumina, HiSeq2500';Donor_ID: 4389;Donor_Age(unit):0.22(years);Donor_Lifestage:'postnatal';Library_Construction_Method:'10X v2'",,,Drop-Seq(10x),Q4 2018,,,,,,,
4369_BA9,,,4369_BA9,human,NCBI:txid9606,,,,transcriptomics,snRNA-seq,10x Chromium 3' v2 sequencing,transcriptomics.snRNA-seq.10x Chromium 3' v2 sequencing,Prefrontal cortex,3808,University of California San Francisco,,U01 Kriegstein,Arnold Kriegstein,1-U01-MH114825-01,NeMO,,,sncell,,,,"Sequencing_technology: 'Illumina, HiSeq2500';Donor_ID: 4369;Donor_Age(unit):0.15(years);Donor_Lifestage:'postnatal';Library_Construction_Method:'10X v2'",,,Drop-Seq(10x),Q4 2018,,,,,,,
GW19_CGE,,,GW19_CGE,human,NCBI:txid9606,,,,transcriptomics,scRNA-seq,10x Chromium 3' v2 sequencing,transcriptomics.scRNA-seq.10x Chromium 3' v2 sequencing,CGE,3838,University of California San Francisco,,U01 Kriegstein,Arnold Kriegstein,1-U01-MH114825-01,NeMO,,,,,,,"Sequencing_technology: 'Illumina, HiSeq2500';Donor_ID: GW19;Donor_Age(unit):19(gestational weeks);Donor_Lifestage:'prenatal';Library_Construction_Method:'10X v2'",,,Drop-Seq(10x),Q4 2018,,,,,,,
GW19_PFC_all,,,GW19_PFC_all,human,NCBI:txid9606,,,,transcriptomics,scRNA-seq,10x Chromium 3' v2 sequencing,transcriptomics.scRNA-seq.10x Chromium 3' v2 sequencing,Prefrontal cortex,3892,University of California San Francisco,,U01 Kriegstein,Arnold Kriegstein,1-U01-MH114825-01,NeMO,,,,,,,"Sequencing_technology: 'Illumina, HiSeq2500';Donor_ID: GW19;Donor_Age(unit):19(gestational weeks);Donor_Lifestage:'prenatal';Library_Construction_Method:'10X v2'",,,Drop-Seq(10x),Q4 2018,,,,,,,
GW22T_thalamus,,,GW22T_thalamus,human,NCBI:txid9606,,,,transcriptomics,scRNA-seq,10x Chromium 3' v2 sequencing,transcriptomics.scRNA-seq.10x Chromium 3' v2 sequencing,thalamus,3984,University of California San Francisco,,U01 Kriegstein,Arnold Kriegstein,1-U01-MH114825-01,NeMO,,,,,,,"Sequencing_technology: 'Illumina, HiSeq2500';Donor_ID: GW22T;Donor_Age(unit):22(gestational weeks);Donor_Lifestage:'prenatal';Library_Construction_Method:'10X v2'",,,Drop-Seq(10x),Q4 2018,,,,,,,
4389_BA24,,,4389_BA24,human,NCBI:txid9606,,,,transcriptomics,snRNA-seq,10x Chromium 3' v2 sequencing,transcriptomics.snRNA-seq.10x Chromium 3' v2 sequencing,Brodmann area 24,4021,University of California San Francisco,,U01 Kriegstein,Arnold Kriegstein,1-U01-MH114825-01,NeMO,,,sncell,,,,"Sequencing_technology: 'Illumina, NovaSeq6000';Donor_ID: 4389;Donor_Age(unit):0.22(gestational weeks);Donor_Lifestage:'prenatal';Library_Construction_Method:'10X v2'",,,Drop-Seq(10x),Q4 2018,,,,,,,
A15-103Cing,,,A15-103Cing,human,NCBI:txid9606,,,,transcriptomics,snRNA-seq,10x Chromium 3' v2 sequencing,transcriptomics.snRNA-seq.10x Chromium 3' v2 sequencing,Cingulate cortex,4083,University of California San Francisco,,U01 Kriegstein,Arnold Kriegstein,1-U01-MH114825-01,NeMO,,,sncell,,,,"Sequencing_technology: 'Illumina, NovaSeq6000';Donor_ID: A15-103;Donor_Age(unit):36(gestational weeks);Donor_Lifestage:'prenatal';Library_Construction_Method:'10X v2'",,,Drop-Seq(10x),Q4 2018,,,,,,,
CS22_Occipital,,,CS22_Occipital,human,NCBI:txid9606,,,,transcriptomics,scRNA-seq,10x Chromium 3' v2 sequencing,transcriptomics.scRNA-seq.10x Chromium 3' v2 sequencing,occipital cortex,4160,University of California San Francisco,,U01 Kriegstein,Arnold Kriegstein,1-U01-MH114825-01,NeMO,,,,,,,"Sequencing_technology: 'Illumina, HiSeq2500';Donor_ID: CS22;Donor_Age(unit):22(carnegie stage);Donor_Lifestage:'prenatal';Library_Construction_Method:'10X v2'",,,Drop-Seq(10x),Q4 2018,,,,,,,
4396_BA9,,,4396_BA9,human,NCBI:txid9606,,,,transcriptomics,snRNA-seq,10x Chromium 3' v2 sequencing,transcriptomics.snRNA-seq.10x Chromium 3' v2 sequencing,Prefrontal cortex,4189,University of California San Francisco,,U01 Kriegstein,Arnold Kriegstein,1-U01-MH114825-01,NeMO,,,sncell,,,,"Sequencing_technology: 'Illumina, HiSeq2500';Donor_ID: 4396;Donor_Age(unit):0.15(years);Donor_Lifestage:'postnatal';Library_Construction_Method:'10X v2'",,,Drop-Seq(10x),Q4 2018,,,,,,,
4341_BA24,,,4341_BA24,human,NCBI:txid9606,,,,transcriptomics,snRNA-seq,10x Chromium 3' v2 sequencing,transcriptomics.snRNA-seq.10x Chromium 3' v2 sequencing,Brodmann area 24,4196,University of California San Francisco,,U01 Kriegstein,Arnold Kriegstein,1-U01-MH114825-01,NeMO,,,sncell,,,,"Sequencing_technology: 'Illumina, NovaSeq6000';Donor_ID: 4341;Donor_Age(unit):13(years);Donor_Lifestage:'postnatal';Library_Construction_Method:'10X v2'",,,Drop-Seq(10x),Q4 2018,,,,,,,
CS22_hypothalamus,,,CS22_hypothalamus,human,NCBI:txid9606,,,,transcriptomics,scRNA-seq,10x Chromium 3' v2 sequencing,transcriptomics.scRNA-seq.10x Chromium 3' v2 sequencing,hypothalamus,4260,University of California San Francisco,,U01 Kriegstein,Arnold Kriegstein,1-U01-MH114825-01,NeMO,,,,,,,"Sequencing_technology: 'Illumina, HiSeq2500';Donor_ID: CS22;Donor_Age(unit):22(carnegie stage);Donor_Lifestage:'prenatal';Library_Construction_Method:'10X v2'",,,Drop-Seq(10x),Q4 2018,,,,,,,
GW19_V1_all,,,GW19_V1_all,human,NCBI:txid9606,,,,transcriptomics,scRNA-seq,10x Chromium 3' v2 sequencing,transcriptomics.scRNA-seq.10x Chromium 3' v2 sequencing,V1,4264,University of California San Francisco,,U01 Kriegstein,Arnold Kriegstein,1-U01-MH114825-01,NeMO,,,,,,,"Sequencing_technology: 'Illumina, HiSeq2500';Donor_ID: GW19;Donor_Age(unit):19(gestational weeks);Donor_Lifestage:'prenatal';Library_Construction_Method:'10X v2'",,,Drop-Seq(10x),Q4 2018,,,,,,,
GW19_LGE,,,GW19_LGE,human,NCBI:txid9606,,,,transcriptomics,scRNA-seq,10x Chromium 3' v2 sequencing,transcriptomics.scRNA-seq.10x Chromium 3' v2 sequencing,LGE,4373,University of California San Francisco,,U01 Kriegstein,Arnold Kriegstein,1-U01-MH114825-01,NeMO,,,,,,,"Sequencing_technology: 'Illumina, HiSeq2500';Donor_ID: GW19;Donor_Age(unit):19(gestational weeks);Donor_Lifestage:'prenatal';Library_Construction_Method:'10X v2'",,,Drop-Seq(10x),Q4 2018,,,,,,,
A14-103_FC,,,A14-103_FC,human,NCBI:txid9606,,,,transcriptomics,snRNA-seq,10x Chromium 3' v2 sequencing,transcriptomics.snRNA-seq.10x Chromium 3' v2 sequencing,Frontal cortex,4424,University of California San Francisco,,U01 Kriegstein,Arnold Kriegstein,1-U01-MH114825-01,NeMO,,,sncell,,,,"Sequencing_technology: 'Illumina, HiSeq2500';Donor_ID: A14-103;Donor_Age(unit):36GW(gestational weeks);Donor_Lifestage:'postnatal';Library_Construction_Method:'10X v2'",,,Drop-Seq(10x),Q4 2018,,,,,,,
GW19_PFC_CP,,,GW19_PFC_CP,human,NCBI:txid9606,,,,transcriptomics,scRNA-seq,10x Chromium 3' v2 sequencing,transcriptomics.scRNA-seq.10x Chromium 3' v2 sequencing,Prefrontal cortex,4426,University of California San Francisco,,U01 Kriegstein,Arnold Kriegstein,1-U01-MH114825-01,NeMO,,,,,,,"Sequencing_technology: 'Illumina, HiSeq2500';Donor_ID: GW19;Donor_Age(unit):19(gestational weeks);Donor_Lifestage:'prenatal';Library_Construction_Method:'10X v2'",,,Drop-Seq(10x),Q4 2018,,,,,,,
CS22_Hindbrain,,,CS22_Hindbrain,human,NCBI:txid9606,,,,transcriptomics,scRNA-seq,10x Chromium 3' v2 sequencing,transcriptomics.scRNA-seq.10x Chromium 3' v2 sequencing,hindbrain,4485,University of California San Francisco,,U01 Kriegstein,Arnold Kriegstein,1-U01-MH114825-01,NeMO,,,,,,,"Sequencing_technology: 'Illumina, HiSeq2500';Donor_ID: CS22;Donor_Age(unit):22(carnegie stage);Donor_Lifestage:'prenatal';Library_Construction_Method:'10X v2'",,,Drop-Seq(10x),Q4 2018,,,,,,,
4341_BA46,,,4341_BA46,human,NCBI:txid9606,,,,transcriptomics,snRNA-seq,10x Chromium 3' v2 sequencing,transcriptomics.snRNA-seq.10x Chromium 3' v2 sequencing,Prefrontal cortex,4513,University of California San Francisco,,U01 Kriegstein,Arnold Kriegstein,1-U01-MH114825-01,NeMO,,,sncell,,,,"Sequencing_technology: 'Illumina, NovaSeq6000';Donor_ID: 4341;Donor_Age(unit):13(years);Donor_Lifestage:'postnatal';Library_Construction_Method:'10X v2'",,,Drop-Seq(10x),Q4 2018,,,,,,,
