SW190409-02A,mouse,NCBI:txid10090,SW190409-02A,,connectivity,cre-dependent anterograde tracing,VMH:BMAp:MEApd,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_antero,BIL,,,2019Q3,,,,,,,,,,
SW190422-01A,mouse,NCBI:txid10090,SW190422-01A,,connectivity,cre-dependent anterograde tracing,EPv:MDm:ENTl_1,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_antero,BIL,,,2019Q3,,,,,,,,,,
SW190422-02A,mouse,NCBI:txid10090,SW190422-02A,,connectivity,cre-dependent anterograde tracing,CA1:EPv:IMD,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_antero,BIL,,,2019Q3,,,,,,,,,,
SW190422-03A,mouse,NCBI:txid10090,SW190422-03A,,connectivity,cre-dependent anterograde tracing,ALv:PIR:TEa,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_antero,BIL,,,2019Q3,,,,,,,,,,
SW190423-09A,mouse,NCBI:txid10090,SW190423-09A,wt/wt,connectivity,retrograde tracing,MOs/MOp:MOp/MOs:SSp-bfd/SSs,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_retro_quad,BIL,,,2019Q3,,,,,,,,,,
SW190426-02A,mouse,NCBI:txid10090,SW190426-02A,wt/wt,connectivity,retrograde tracing,MOs:MOs/MOp:SSp-ul:SSp-bfd,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_retro_quad,BIL,,,2019Q3,,,,,,,,,,
SW190430-01A,mouse,NCBI:txid10090,SW190430-01A,wt/wt,connectivity,retrograde tracing,VISam:VISal:fp:ACAd,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_retro_quad,BIL,,,2019Q3,,,,,,,,,,
SW190430-02A,mouse,NCBI:txid10090,SW190430-02A,wt/wt,connectivity,retrograde tracing,,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_retro_quad,BIL,,,2019Q3,,,,,,,,,,
SW190502-09A,mouse,NCBI:txid10090,SW190502-09A,wt/wt,connectivity,retrograde tracing,,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_retro_quad,BIL,,,2019Q3,,,,,,,,,,
SW190503-01A,mouse,NCBI:txid10090,SW190503-01A,,connectivity,cre-dependent anterograde tracing,SCig:ACAd:VM,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_antero,BIL,,,2019Q3,,,,,,,,,,
SW190503-04A,mouse,NCBI:txid10090,SW190503-04A,,connectivity,cre-dependent anterograde tracing,TTd:AI:AUDv,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_antero,BIL,,,2019Q3,,,,,,,,,,
SW190506-01A ,mouse,NCBI:txid10090,SW190506-01A ,wt/wt,connectivity,retrograde tracing,,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_retro_quad,BIL,,,2019Q3,,,,,,,,,,
SW190507-09A,mouse,NCBI:txid10090,SW190507-09A,,connectivity,cre-dependent anterograde tracing,TTd:RE:fail,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_antero,BIL,,,2019Q3,,,,,,,,,,
SW190509-07A,mouse,NCBI:txid10090,SW190509-07A,,connectivity,cre-dependent anterograde tracing,PIRa:AUDv:DP/TTd,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_antero,BIL,,,2019Q3,,,,,,,,,,
SW190509-08A,mouse,NCBI:txid10090,SW190509-08A,,connectivity,cre-dependent anterograde tracing,CLA:AUDv:TTd,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_antero,BIL,,,2019Q3,,,,,,,,,,
SW190509-09A,mouse,NCBI:txid10090,SW190509-09A,,connectivity,cre-dependent anterograde tracing,fail:RSPd:SCig/RSPd,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_antero,BIL,,,2019Q3,,,,,,,,,,
SW190509-10A,mouse,NCBI:txid10090,SW190509-10A,,connectivity,cre-dependent anterograde tracing,SSp:RSPd:SCig,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_antero,BIL,,,2019Q3,,,,,,,,,,
SW190520-03A,mouse,NCBI:txid10090,SW190520-03A,wt/wt,connectivity,retrograde tracing,,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_retro_quad,BIL,,,2019Q3,,,,,,,,,,
SW190520-04A,mouse,NCBI:txid10090,SW190520-04A,wt/wt,connectivity,retrograde tracing,,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_retro_quad,BIL,,,2019Q3,,,,,,,,,,
SW190531-02A,mouse,NCBI:txid10090,SW190531-02A,wt/wt,connectivity,retrograde tracing,MOs:MOp:SSp-ul:VISC,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_retro_quad,BIL,,,2019Q3,,,,,,,,,,
SW190531-03A,mouse,NCBI:txid10090,SW190531-03A,wt/wt,connectivity,retrograde tracing,MOp:SSp-ul:SSp-bfd:MOs,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_retro_quad,BIL,,,2019Q3,,,,,,,,,,
SW190531-04A,mouse,NCBI:txid10090,SW190531-04A,wt/wt,connectivity,retrograde tracing,MOp:SSp-ll:SSp-bfd:ACAd_2/3,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_retro_quad,BIL,,,2019Q3,,,,,,,,,,
SW190606-01A,mouse,NCBI:txid10090,SW190606-01A,wt/wt,connectivity,retrograde tracing,MOp_6:SSp-ul_5:SSs/SSp-n_5:VISC_5/6a,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_retro_quad,BIL,,,2019Q3,,,,,,,,,,
SW190606-02A,mouse,NCBI:txid10090,SW190606-02A,wt/wt,connectivity,retrograde tracing,MOp_5/6:SSp-ul_5:SSp-bfd:SSs/VISC_5,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_retro_quad,BIL,,,2019Q3,,,,,,,,,,
SW190606-03A,mouse,NCBI:txid10090,SW190606-03A,wt/wt,connectivity,retrograde tracing,,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_retro_quad,BIL,,,2019Q3,,,,,,,,,,
SW190606-04A,mouse,NCBI:txid10090,SW190606-04A,wt/wt,connectivity,retrograde tracing,,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_retro_quad,BIL,,,2019Q3,,,,,,,,,,
SW190607-07A,mouse,NCBI:txid10090,SW190607-07A,wt/wt,connectivity,retrograde tracing,,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_retro_quad,BIL,,,2019Q3,,,,,,,,,,
SW190607-08A,mouse,NCBI:txid10090,SW190607-08A,wt/wt,connectivity,retrograde tracing,,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_retro_quad,BIL,,,2019Q3,,,,,,,,,,
SW190620-01A,mouse,NCBI:txid10090,SW190620-01A,,connectivity,cre-dependent anterograde tracing,BSTal:MEAav:COApl,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_antero,BIL,,,2019Q3,,,,,,,,,,
SW190625-01A,mouse,NCBI:txid10090,SW190625-01A,,connectivity,cre-dependent anterograde tracing,BST:ALv:NLOT,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_antero,BIL,,,2019Q3,,,,,,,,,,
SW190626-02A,mouse,NCBI:txid10090,SW190626-02A,,connectivity,cre-dependent anterograde tracing,TTd:fail:PH,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_antero,BIL,,,2019Q3,,,,,,,,,,
SW190711-07A,mouse,NCBI:txid10090,SW190711-07A,wt/wt,connectivity,retrograde tracing,VPMpc:VPM:VPM:VM,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_retro_quad,BIL,,,2019Q3,,,,,,,,,,
SW190712-02A,mouse,NCBI:txid10090,SW190712-02A,wt/wt,connectivity,retrograde tracing,MPO:LPO:LHA:BSTpr,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_retro_quad,BIL,,,2019Q3,,,,,,,,,,
SW190716-07A,mouse,NCBI:txid10090,SW190716-07A,wt/wt,connectivity,retrograde tracing,MPO:MPO:AVP:MPO,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_retro_quad,BIL,,,2019Q3,,,,,,,,,,
SW190716-08A,mouse,NCBI:txid10090,SW190716-08A,wt/wt,connectivity,retrograde tracing,BST:MPO:MPNI,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_retro_quad,BIL,,,2019Q3,,,,,,,,,,
SW190716-09A,mouse,NCBI:txid10090,SW190716-09A,wt/wt,connectivity,retrograde tracing,VMHdm:DMHa:PMd:RCH,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_retro_quad,BIL,,,2019Q3,,,,,,,,,,
SW190716-10A,mouse,NCBI:txid10090,SW190716-10A,wt/wt,connectivity,retrograde tracing,RCH:VMHdm:DMHa:LHA,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_retro_quad,BIL,,,2019Q3,,,,,,,,,,
SW190801-01A,mouse,NCBI:txid10090,SW190801-01A,wt/wt,connectivity,TRIO tracing,LSr:PVT:PVT,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_trio,BIL,,,2019Q3,,,,,,,,,,
SW190808-05A,mouse,NCBI:txid10090,SW190808-05A,wt/wt,connectivity,TRIO tracing,CPc:LA:LA,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_trio,BIL,,,2019Q3,,,,,,,,,,
Sample ID,Species (CV),Species NCBI Taxonomy ID,Donor id,Genotype,Modality  (CV),Technique  (CV),Anatomical Structure (CV),Subspecimen Type (CV),Total Processed Subspecimens,Organization (CV),Investigator,Grant Number (CV),Project (CV),R24 Name (CV),R24 link,Comments,Metadata Submission,Wrangler Notes,,,,,,,,,
marm022_A1,marmoset,NCBI:txid9483,marm022,,transcriptomics,Drop-seq,A1,nuclei,4891,Massachusetts Institute of Technology,Guoping Feng; Steven McCarroll,1U01MH114819-01,feng_sn_dropseq,NeMO,{http://data.nemoarchive.org/biccn/grant/feng/transcriptome/scell/},raw unaligned data,2019Q3,Injection structure names not yet reconciled to ontology; ,,,,,,,,,
marm022_Hipp_sl09,marmoset,NCBI:txid9483,marm022,,transcriptomics,Drop-seq,Hippocampus (Hippocampal Formation),nuclei,24675,Massachusetts Institute of Technology,Guoping Feng; Steven McCarroll,1U01MH114819-01,feng_sn_dropseq,NeMO,{http://data.nemoarchive.org/biccn/grant/feng/transcriptome/scell/},raw unaligned data,2019Q3,Injection structure names not yet reconciled to ontology; ,,,,,,,,,
marm022_Hipp_sl10,marmoset,NCBI:txid9483,marm022,,transcriptomics,Drop-seq,Hippocampus (Hippocampal Formation),nuclei,13623,Massachusetts Institute of Technology,Guoping Feng; Steven McCarroll,1U01MH114819-01,feng_sn_dropseq,NeMO,{http://data.nemoarchive.org/biccn/grant/feng/transcriptome/scell/},raw unaligned data,2019Q3,Injection structure names not yet reconciled to ontology; ,,,,,,,,,
marm022_Par_sl10,marmoset,NCBI:txid9483,marm022,,transcriptomics,Drop-seq,Posterior Parietal Cortex (PoPC),nuclei,16684,Massachusetts Institute of Technology,Guoping Feng; Steven McCarroll,1U01MH114819-01,feng_sn_dropseq,NeMO,{http://data.nemoarchive.org/biccn/grant/feng/transcriptome/scell/},raw unaligned data,2018Q4,Injection structure names not yet reconciled to ontology; ,,,,,,,,,
marm022_Par_sl10_pool1,marmoset,NCBI:txid9483,marm022,,transcriptomics,Drop-seq,Posterior Parietal Cortex (PoPC),nuclei,23345,Massachusetts Institute of Technology,Guoping Feng; Steven McCarroll,1U01MH114819-01,feng_sn_dropseq,NeMO,{http://data.nemoarchive.org/biccn/grant/feng/transcriptome/scell/},raw unaligned data,2019Q3,Injection structure names not yet reconciled to ontology; ,,,,,,,,,
marm022_Par_sl10_pool3,marmoset,NCBI:txid9483,marm022,,transcriptomics,Drop-seq,Posterior Parietal Cortex (PoPC),nuclei,19611,Massachusetts Institute of Technology,Guoping Feng; Steven McCarroll,1U01MH114819-01,feng_sn_dropseq,NeMO,{http://data.nemoarchive.org/biccn/grant/feng/transcriptome/scell/},raw unaligned data,2019Q3,Injection structure names not yet reconciled to ontology; ,,,,,,,,,
marm022_PFCdl_sl02,marmoset,NCBI:txid9483,marm022,,transcriptomics,Drop-seq,Dorsolateral Prefrontal (area 8 and 9/46),nuclei,13934,Massachusetts Institute of Technology,Guoping Feng; Steven McCarroll,1U01MH114819-01,feng_sn_dropseq,NeMO,{http://data.nemoarchive.org/biccn/grant/feng/transcriptome/scell/},raw unaligned data,2018Q4,Injection structure names not yet reconciled to ontology; ,,,,,,,,,
marm022_PFCm,marmoset,NCBI:txid9483,marm022,,transcriptomics,Drop-seq,Frontal Polar Cortex (A10m),nuclei,13899,Massachusetts Institute of Technology,Guoping Feng; Steven McCarroll,1U01MH114819-01,feng_sn_dropseq,NeMO,{http://data.nemoarchive.org/biccn/grant/feng/transcriptome/scell/},raw unaligned data,2019Q3,Injection structure names not yet reconciled to ontology; ,,,,,,,,,
marm022_Temp_sl07,marmoset,NCBI:txid9483,marm022,,transcriptomics,Drop-seq,"Temporal Neocortex (including marmoset areas TE1, TE2, STR, TPO, TE3)",nuclei,22252,Massachusetts Institute of Technology,Guoping Feng; Steven McCarroll,1U01MH114819-01,feng_sn_dropseq,NeMO,{http://data.nemoarchive.org/biccn/grant/feng/transcriptome/scell/},raw unaligned data,2018Q4,Injection structure names not yet reconciled to ontology; ,,,,,,,,,
marm022_Thal_sl07,marmoset,NCBI:txid9483,marm022,,transcriptomics,Drop-seq,Thalamus,nuclei,22833,Massachusetts Institute of Technology,Guoping Feng; Steven McCarroll,1U01MH114819-01,feng_sn_dropseq,NeMO,{http://data.nemoarchive.org/biccn/grant/feng/transcriptome/scell/},raw unaligned data,2019Q3,Injection structure names not yet reconciled to ontology; ,,,,,,,,,
marm023_A1,marmoset,NCBI:txid9483,marm023,,transcriptomics,Drop-seq,A1,nuclei,28501,Massachusetts Institute of Technology,Guoping Feng; Steven McCarroll,1U01MH114819-01,feng_sn_dropseq,NeMO,{http://data.nemoarchive.org/biccn/grant/feng/transcriptome/scell/},raw unaligned data,2019Q3,Injection structure names not yet reconciled to ontology; ,,,,,,,,,
marm023_Caud,marmoset,NCBI:txid9483,marm023,,transcriptomics,Drop-seq,Caudate nucleus,nuclei,15685,Massachusetts Institute of Technology,Guoping Feng; Steven McCarroll,1U01MH114819-01,feng_sn_dropseq,NeMO,{http://data.nemoarchive.org/biccn/grant/feng/transcriptome/scell/},raw unaligned data,2019Q1,Injection structure names not yet reconciled to ontology; ,,,,,,,,,
marm023_Hippo,marmoset,NCBI:txid9483,marm023,,transcriptomics,Drop-seq,Hippocampus (Hippocampal Formation),nuclei,9849,Massachusetts Institute of Technology,Guoping Feng; Steven McCarroll,1U01MH114819-01,feng_sn_dropseq,NeMO,{http://data.nemoarchive.org/biccn/grant/feng/transcriptome/scell/},raw unaligned data,2018Q4,Injection structure names not yet reconciled to ontology; ,,,,,,,,,
marm023_NAcc,marmoset,NCBI:txid9483,marm023,,transcriptomics,Drop-seq,NAC (nucleus accumbens),nuclei,17344,Massachusetts Institute of Technology,Guoping Feng; Steven McCarroll,1U01MH114819-01,feng_sn_dropseq,NeMO,{http://data.nemoarchive.org/biccn/grant/feng/transcriptome/scell/},raw unaligned data,2019Q3,Injection structure names not yet reconciled to ontology; ,,,,,,,,,
marm023_Par,marmoset,NCBI:txid9483,marm023,,transcriptomics,Drop-seq,Posterior Parietal Cortex (PoPC),nuclei,23845,Massachusetts Institute of Technology,Guoping Feng; Steven McCarroll,1U01MH114819-01,feng_sn_dropseq,NeMO,{http://data.nemoarchive.org/biccn/grant/feng/transcriptome/scell/},raw unaligned data,2018Q4,Injection structure names not yet reconciled to ontology; ,,,,,,,,,
marm023_PFCdl,marmoset,NCBI:txid9483,marm023,,transcriptomics,Drop-seq,Dorsolateral Prefrontal (area 8 and 9/46),nuclei,20617,Massachusetts Institute of Technology,Guoping Feng; Steven McCarroll,1U01MH114819-01,feng_sn_dropseq,NeMO,{http://data.nemoarchive.org/biccn/grant/feng/transcriptome/scell/},raw unaligned data,2019Q3,Injection structure names not yet reconciled to ontology; ,,,,,,,,,
marm023_PFCm,marmoset,NCBI:txid9483,marm023,,transcriptomics,Drop-seq,Frontal Polar Cortex (A10m),nuclei,29167,Massachusetts Institute of Technology,Guoping Feng; Steven McCarroll,1U01MH114819-01,feng_sn_dropseq,NeMO,{http://data.nemoarchive.org/biccn/grant/feng/transcriptome/scell/},raw unaligned data,2019Q3,Injection structure names not yet reconciled to ontology; ,,,,,,,,,
marm023_PFCo,marmoset,NCBI:txid9483,marm023,,transcriptomics,Drop-seq,OFC (orbital frontal cortex),nuclei,11478,Massachusetts Institute of Technology,Guoping Feng; Steven McCarroll,1U01MH114819-01,feng_sn_dropseq,NeMO,{http://data.nemoarchive.org/biccn/grant/feng/transcriptome/scell/},raw unaligned data,2019Q3,Injection structure names not yet reconciled to ontology; ,,,,,,,,,
marm023_PFCvl,marmoset,NCBI:txid9483,marm023,,transcriptomics,Drop-seq,VFC (ventrolateral prefrontal cortex),nuclei,27135,Massachusetts Institute of Technology,Guoping Feng; Steven McCarroll,1U01MH114819-01,feng_sn_dropseq,NeMO,{http://data.nemoarchive.org/biccn/grant/feng/transcriptome/scell/},raw unaligned data,2019Q3,Injection structure names not yet reconciled to ontology; ,,,,,,,,,
marm023_Pu,marmoset,NCBI:txid9483,marm023,,transcriptomics,Drop-seq,Putamen,nuclei,16023,Massachusetts Institute of Technology,Guoping Feng; Steven McCarroll,1U01MH114819-01,feng_sn_dropseq,NeMO,{http://data.nemoarchive.org/biccn/grant/feng/transcriptome/scell/},raw unaligned data,2019Q3,Injection structure names not yet reconciled to ontology; ,,,,,,,,,
marm023_S1,marmoset,NCBI:txid9483,marm023,,transcriptomics,Drop-seq,Primary Somatosensory Cortex,nuclei,9246,Massachusetts Institute of Technology,Guoping Feng; Steven McCarroll,1U01MH114819-01,feng_sn_dropseq,NeMO,{http://data.nemoarchive.org/biccn/grant/feng/transcriptome/scell/},raw unaligned data,2018Q4,Injection structure names not yet reconciled to ontology; ,,,,,,,,,
marm023_Temp,marmoset,NCBI:txid9483,marm023,,transcriptomics,Drop-seq,"Temporal Neocortex (including marmoset areas TE1, TE2, STR, TPO, TE3)",nuclei,20148,Massachusetts Institute of Technology,Guoping Feng; Steven McCarroll,1U01MH114819-01,feng_sn_dropseq,NeMO,{http://data.nemoarchive.org/biccn/grant/feng/transcriptome/scell/},raw unaligned data,2019Q3,Injection structure names not yet reconciled to ontology; ,,,,,,,,,
marm023_Thal,marmoset,NCBI:txid9483,marm023,,transcriptomics,Drop-seq,Thalamus,nuclei,"11,499",Massachusetts Institute of Technology,Guoping Feng; Steven McCarroll,1U01MH114819-01,feng_sn_dropseq,NeMO,{http://data.nemoarchive.org/biccn/grant/feng/transcriptome/scell/},raw unaligned data,2019Q3,Injection structure names not yet reconciled to ontology; ,,,,,,,,,
marm023_V1,marmoset,NCBI:txid9483,marm023,,transcriptomics,Drop-seq,V1C (primary visual cortex),nuclei,15071,Massachusetts Institute of Technology,Guoping Feng; Steven McCarroll,1U01MH114819-01,feng_sn_dropseq,NeMO,{http://data.nemoarchive.org/biccn/grant/feng/transcriptome/scell/},raw unaligned data,2019Q3,Injection structure names not yet reconciled to ontology; ,,,,,,,,,
marm023_V2,marmoset,NCBI:txid9483,marm023,,transcriptomics,Drop-seq,"Parastriate Cortex (V2, area 18)",nuclei,25540,Massachusetts Institute of Technology,Guoping Feng; Steven McCarroll,1U01MH114819-01,feng_sn_dropseq,NeMO,{http://data.nemoarchive.org/biccn/grant/feng/transcriptome/scell/},raw unaligned data,2018Q4,Injection structure names not yet reconciled to ontology; ,,,,,,,,,
