Sample ID,Sample Specimen Type (CV),Species (CV),Species NCBI Taxonomy ID,Parent Specimen ID,Parent Specimen Type (CV),Subject ID,Age ,Sex (CV),Genotype,Modality  (CV),Technique  (CV),Anatomical Structure (CV),Subspecimen Type (CV),Total Processed Subspecimens,Organization (CV),Investigator,Grant Number (CV),Data Collection (CV),R24 Name (CV),R24 link,Comments,Metadata Submission
CEMBA200526-1_Em9A,specimen,mouse,NCBI:txid10090,,,CEMBA200220_E2;CEMBA200220_E3,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,VISp+VISI,cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2020Q4
CEMBA200528-1_Ef9A,specimen,mouse,NCBI:txid10090,,,CEMBA200222_E4,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,VISp+VISI,cell nucleus,192,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2020Q4
CEMBA200609-1_Em3D,specimen,mouse,NCBI:txid10090,,,CEMBA200220_E2;CEMBA200220_E3,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,VISp+VISI,cell nucleus,192,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2020Q4
CEMBA200609-1_Ef3D,specimen,mouse,NCBI:txid10090,,,CEMBA200222_E4,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,VISp+VISI,cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2020Q4
CEMBA200602-1_Em3A,specimen,mouse,NCBI:txid10090,,,CEMBA200220_E2;CEMBA200220_E3,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,VISp+VISI,cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2020Q4
CEMBA200604-1_Em5A,specimen,mouse,NCBI:txid10090,,,CEMBA200220_E2;CEMBA200220_E3,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,VISp+VISI,cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2020Q4
CEMBA200602-1_Ef3A,specimen,mouse,NCBI:txid10090,,,CEMBA200222_E4,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,VISp+VISI,cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2020Q4
CEMBA200604-1_Ef5A,specimen,mouse,NCBI:txid10090,,,CEMBA200222_E4,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,VISp+VISI,cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2020Q4
CEMBA200611-1_Em6B,specimen,mouse,NCBI:txid10090,,,CEMBA200220_E2;CEMBA200220_E3,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,VISp+VISI,cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2020Q4
CEMBA200611-1_Ef6B,specimen,mouse,NCBI:txid10090,,,CEMBA200222_E4,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,VISp+VISI,cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2020Q4
CEMBA200611-1_Em7B,specimen,mouse,NCBI:txid10090,,,CEMBA200220_E2;CEMBA200220_E3,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,VISp+VISI,cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2020Q4
CEMBA200611-1_Ef7B,specimen,mouse,NCBI:txid10090,,,CEMBA200222_E4,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,VISp+VISI,cell nucleus,80,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2020Q4
CEMBA200616-1_Em3C,specimen,mouse,NCBI:txid10090,,,CEMBA200220_E2;CEMBA200220_E3,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,VISp+VISI,cell nucleus,72,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2020Q4
CEMBA200616-1_Ef3C,specimen,mouse,NCBI:txid10090,,,CEMBA200222_E4,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,VISp+VISI,cell nucleus,112,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2020Q4
CEMBA200616-1_Em4B,specimen,mouse,NCBI:txid10090,,,CEMBA200220_E2;CEMBA200220_E3,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,VISp+VISI,cell nucleus,120,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2020Q4
CEMBA200616-1_Ef4B,specimen,mouse,NCBI:txid10090,,,CEMBA200222_E4,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,VISp+VISI,cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2020Q4
CEMBA200618-1_Em7G8G,specimen,mouse,NCBI:txid10090,,,CEMBA200220_E2;CEMBA200220_E3,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,VISp+VISI,cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2020Q4
CEMBA200618-1_Ef7G8G,specimen,mouse,NCBI:txid10090,,,CEMBA200222_E4,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,VISp+VISI,cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2020Q4
CEMBA200618-1_Em7E8F,specimen,mouse,NCBI:txid10090,,,CEMBA200220_E2;CEMBA200220_E3,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,VISp+VISI,cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2020Q4
CEMBA200618-1_Ef7E8F,specimen,mouse,NCBI:txid10090,,,CEMBA200222_E4,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,VISp+VISI,cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2020Q4
CEMBA200625-1_Em9K10G,specimen,mouse,NCBI:txid10090,,,CEMBA200220_E2;CEMBA200220_E3,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,VISp+VISI,cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2020Q4
CEMBA200625-1_Ef9K10G,specimen,mouse,NCBI:txid10090,,,CEMBA200222_E4,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,VISp+VISI,cell nucleus,192,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2020Q4
CEMBA200625-1_Lm10D11D12D13B,specimen,mouse,NCBI:txid10090,,,CEMBA200102_L1;CEMBA200102_L2,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,VTA+SN,cell nucleus,192,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2020Q4
CEMBA200625-1_Lf10D11D12D13B,specimen,mouse,NCBI:txid10090,,,CEMBA200103_L3;CEMBA200103_L4,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,VTA+SN,cell nucleus,192,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2020Q4
CEMBA200702-1_Lm7H8H9G,specimen,mouse,NCBI:txid10090,,,CEMBA200102_L1;CEMBA200102_L2,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,VTA+SN,cell nucleus,192,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2020Q4
CEMBA200702-1_Lf7H8H9G,specimen,mouse,NCBI:txid10090,,,CEMBA200103_L3;CEMBA200103_L4,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,VTA+SN,cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2020Q4
CEMBA200707-1_Lf2D3E4F5G,specimen,mouse,NCBI:txid10090,,,CEMBA200103_L3;CEMBA200103_L4,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,VTA+SN,cell nucleus,47,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2020Q4
CEMBA200707-1_Lm2D3E4F5G,specimen,mouse,NCBI:txid10090,,,CEMBA200102_L1;CEMBA200102_L2,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,VTA+SN,cell nucleus,8,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2020Q4
CEMBA200709-1_Lm6D7D8D9E,specimen,mouse,NCBI:txid10090,,,CEMBA200102_L1;CEMBA200102_L2,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,VTA+SN,cell nucleus,8,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2020Q4
CEMBA200709-1_Lf6D7D8D9E,specimen,mouse,NCBI:txid10090,,,CEMBA200103_L3;CEMBA200103_L4,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,VTA+SN,cell nucleus,192,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2020Q4
CEMBA200623-1_Lm10J11J,specimen,mouse,NCBI:txid10090,,,CEMBA200102_L1;CEMBA200102_L2,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,VTA+SN,cell nucleus,192,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2020Q4
CEMBA200623-1_Lf10J11J,specimen,mouse,NCBI:txid10090,,,CEMBA200103_L3;CEMBA200103_L4,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,VTA+SN,cell nucleus,192,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2020Q4
CEMBA200728-1_Lm6H7J8K9L,specimen,mouse,NCBI:txid10090,,,CEMBA200102_L1;CEMBA200102_L2,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,VTA+SN,cell nucleus,192,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2020Q4
CEMBA200728-1_Lf6H7J8K9L,specimen,mouse,NCBI:txid10090,,,CEMBA200103_L3;CEMBA200103_L4,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,VTA+SN,cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2020Q4
CEMBA200803-1_Gm11B,specimen,mouse,NCBI:txid10090,,,CEMBA200701_G2;CEMBA200706_G3,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,VISp+VISI,cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2020Q4
CEMBA200803-1_Gf11B,specimen,mouse,NCBI:txid10090,,,CEMBA200630_G1;CEMBA200706_G4,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,VISp+VISI,cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2020Q4
CEMBA200804-1_Gm12B,specimen,mouse,NCBI:txid10090,,,CEMBA200701_G2;CEMBA200706_G3,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,VISp+VISI,cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2020Q4
CEMBA200804-1_Gf12B,specimen,mouse,NCBI:txid10090,,,CEMBA200630_G1;CEMBA200706_G4,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,VISp+VISI,cell nucleus,88,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2020Q4
CEMBA210112-1_Af7E8F,brain region,mouse,NCBI:txid10090,CEMBA210112-1_Af7E8F,brain region,CEMBA190313_A1;CEMBA190313_A2,P56-P63,female,wt/wt,epigenomics,mC-seq2;retrograde tracing, TH (RT+VAL+VPL+VM),cell nucleus,88,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,Injection region: MOp,2021Q2
CEMBA210112-1_Af7G8G,brain region,mouse,NCBI:txid10090,CEMBA210112-1_Af7G8G,brain region,CEMBA190313_A1;CEMBA190313_A2,P56-P63,female,wt/wt,epigenomics,mC-seq2;retrograde tracing, TH (LD+MD+AMd),cell nucleus,89,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,Injection region: MOp,2021Q2
CEMBA210114-1_Af9K10G,brain region,mouse,NCBI:txid10090,CEMBA210114-1_Af9K10G,brain region,CEMBA190313_A1;CEMBA190313_A2,P56-P63,female,wt/wt,epigenomics,mC-seq2;retrograde tracing, TH (MH+VPM+LVM+SPA),cell nucleus,11,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,Injection region: MOp,2021Q2
CEMBA210112-1_Am7E8F,brain region,mouse,NCBI:txid10090,CEMBA210112-1_Am7E8F,brain region,CEMBA190313_A3;CEMBA190313_A4,P56-P63,male,wt/wt,epigenomics,mC-seq2;retrograde tracing, TH (RT+VAL+VPL+VM),cell nucleus,87,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,Injection region: MOp,2021Q2
CEMBA210112-1_Am7G8G,brain region,mouse,NCBI:txid10090,CEMBA210112-1_Am7G8G,brain region,CEMBA190313_A3;CEMBA190313_A4,P56-P63,male,wt/wt,epigenomics,mC-seq2;retrograde tracing, TH (LD+MD+AMd),cell nucleus,91,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,Injection region: MOp,2021Q2
CEMBA210114-1_Am9K10G,brain region,mouse,NCBI:txid10090,CEMBA210114-1_Am9K10G,brain region,CEMBA190313_A3;CEMBA190313_A4,P56-P63,male,wt/wt,epigenomics,mC-seq2;retrograde tracing, TH (MH+VPM+LVM+SPA),cell nucleus,86,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,Injection region: MOp,2021Q2
CEMBA210202-1_Gf10H11H12H,brain region,mouse,NCBI:txid10090,CEMBA210202-1_Gf10H11H12H,brain region,CEMBA200630_G1;CEMBA200706_G4,P56-P63,female,wt/wt,epigenomics,mC-seq2;retrograde tracing, NPC+APN+MRN_PAG,cell nucleus,79,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,Injection region: PTLp,2021Q2
CEMBA210126-1_Gf10J11J,brain region,mouse,NCBI:txid10090,CEMBA210126-1_Gf10J11J,brain region,CEMBA200630_G1;CEMBA200706_G4,P56-P63,female,wt/wt,epigenomics,mC-seq2;retrograde tracing, VTA+SN,cell nucleus,86,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,Injection region: PTLp,2021Q2
CEMBA210121-1_Gf7E8F,brain region,mouse,NCBI:txid10090,CEMBA210121-1_Gf7E8F,brain region,CEMBA200630_G1;CEMBA200706_G4,P56-P63,female,wt/wt,epigenomics,mC-seq2;retrograde tracing, TH (RT+VAL+VPL+VM),cell nucleus,92,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,Injection region: PTLp,2021Q2
CEMBA210121-1_Gf7G8G,brain region,mouse,NCBI:txid10090,CEMBA210121-1_Gf7G8G,brain region,CEMBA200630_G1;CEMBA200706_G4,P56-P63,female,wt/wt,epigenomics,mC-seq2;retrograde tracing, TH (LD+MD+AMd),cell nucleus,45,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,Injection region: PTLp,2021Q2
CEMBA210125-1_Gf9K10G,brain region,mouse,NCBI:txid10090,CEMBA210125-1_Gf9K10G,brain region,CEMBA200630_G1;CEMBA200706_G4,P56-P63,female,wt/wt,epigenomics,mC-seq2;retrograde tracing, TH (MH+VPM+LVM+SPA),cell nucleus,86,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,Injection region: PTLp,2021Q2
CEMBA210202-1_Gm10H11H12H,brain region,mouse,NCBI:txid10090,CEMBA210202-1_Gm10H11H12H,brain region,CEMBA200701_G2;CEMBA200706_G3,P56-P63,male,wt/wt,epigenomics,mC-seq2;retrograde tracing, NPC+APN+MRN_PAG,cell nucleus,73,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,Injection region: PTLp,2021Q2
CEMBA210126-1_Gm10J11J,brain region,mouse,NCBI:txid10090,CEMBA210126-1_Gm10J11J,brain region,CEMBA200701_G2;CEMBA200706_G3,P56-P63,male,wt/wt,epigenomics,mC-seq2;retrograde tracing, VTA+SN,cell nucleus,69,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,Injection region: PTLp,2021Q2
CEMBA210121-1_Gm7E8F,brain region,mouse,NCBI:txid10090,CEMBA210121-1_Gm7E8F,brain region,CEMBA200701_G2;CEMBA200706_G3,P56-P63,male,wt/wt,epigenomics,mC-seq2;retrograde tracing, TH (RT+VAL+VPL+VM),cell nucleus,89,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,Injection region: PTLp,2021Q2
CEMBA210121-1_Gm7G8G,brain region,mouse,NCBI:txid10090,CEMBA210121-1_Gm7G8G,brain region,CEMBA200701_G2;CEMBA200706_G3,P56-P63,male,wt/wt,epigenomics,mC-seq2;retrograde tracing, TH (LD+MD+AMd),cell nucleus,46,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,Injection region: PTLp,2021Q2
CEMBA210125-1_Gm9K10G,brain region,mouse,NCBI:txid10090,CEMBA210125-1_Gm9K10G,brain region,CEMBA200701_G2;CEMBA200706_G3,P56-P63,male,wt/wt,epigenomics,mC-seq2;retrograde tracing, TH (MH+VPM+LVM+SPA),cell nucleus,87,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,Injection region: PTLp,2021Q2
CEMBA201124-1_Uf7E8F,brain region,mouse,NCBI:txid10090,CEMBA201124-1_Uf7E8F,brain region,CEMBA180927_U1;CEMBA180927_U2,P56-P63,female,wt/wt,epigenomics,mC-seq2;retrograde tracing, TH (RT+VAL+VPL+VM),cell nucleus,257,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,Injection region: MB,2021Q2
CEMBA201117-1_Uf7G8G,brain region,mouse,NCBI:txid10090,CEMBA201117-1_Uf7G8G,brain region,CEMBA180927_U1;CEMBA180927_U2,P56-P63,female,wt/wt,epigenomics,mC-seq2;retrograde tracing, TH (LD+MD+AMd),cell nucleus,159,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,Injection region: MB,2021Q2
CEMBA201208-1_Uf9K10G,brain region,mouse,NCBI:txid10090,CEMBA201208-1_Uf9K10G,brain region,CEMBA180927_U1;CEMBA180927_U2,P56-P63,female,wt/wt,epigenomics,mC-seq2;retrograde tracing, TH (MH+VPM+LVM+SPA),cell nucleus,330,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,Injection region: MB,2021Q2
CEMBA201124-1_Um7E8F,brain region,mouse,NCBI:txid10090,CEMBA201124-1_Um7E8F,brain region,CEMBA180927_U3;CEMBA180927_U4,P56-P63,male,wt/wt,epigenomics,mC-seq2;retrograde tracing, TH (RT+VAL+VPL+VM),cell nucleus,49,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,Injection region: MB,2021Q2
CEMBA201117-1_Um7G8G,brain region,mouse,NCBI:txid10090,CEMBA201117-1_Um7G8G,brain region,CEMBA180927_U3;CEMBA180927_U4,P56-P63,male,wt/wt,epigenomics,mC-seq2;retrograde tracing, TH (LD+MD+AMd),cell nucleus,163,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,Injection region: MB,2021Q2
CEMBA201208-1_Um9K10G,brain region,mouse,NCBI:txid10090,CEMBA201208-1_Um9K10G,brain region,CEMBA180927_U3;CEMBA180927_U4,P56-P63,male,wt/wt,epigenomics,mC-seq2;retrograde tracing, TH (MH+VPM+LVM+SPA),cell nucleus,302,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,Injection region: MB,2021Q2
CEMBA201201-1_Wf2D3E4F5G,brain region,mouse,NCBI:txid10090,CEMBA201201-1_Wf2D3E4F5G,brain region,CEMBA190822_W17;CEMBA190822_W18,P56-P63,female,wt/wt,epigenomics,mC-seq2;retrograde tracing, PIR,cell nucleus,152,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,Injection region: MY,2021Q2
CEMBA201203-1_Wf6D7D8D9E,brain region,mouse,NCBI:txid10090,CEMBA201203-1_Wf6D7D8D9E,brain region,CEMBA190822_W17;CEMBA190822_W18,P56-P63,female,wt/wt,epigenomics,mC-seq2;retrograde tracing, PIR,cell nucleus,56,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,Injection region: MY,2021Q2
